rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
100,306278,357370,232867,842722,114847,377802,433863,238578,397475,137478,500690,284364,451906,382582,144256,262147,63281,259950,150563,470977,90699,117808,200772,220713,140116,310940,178012,175136,161126,65359,316243,147598,167580,163981,137840,363086,299310
101,301779,345598,230807,806676,113923,373514,433283,237414,388654,135616,480526,280205,445192,370500,143453,258182,62275,257419,145483,466319,86195,113114,196844,219530,139883,307740,172614,174955,160772,64080,313669,144953,166928,163076,129355,361018,298654
102,290321,342148,229631,782605,113894,364938,420488,237185,378227,131412,476905,278676,444408,367097,138428,256383,61182,257037,140258,463910,85553,110177,190718,209451,137612,305267,172362,172137,160698,62076,312586,144764,159965,162398,124634,351293,294465
103,283289,332631,229448,780650,113119,359450,417055,233022,362582,131277,471150,277271,442587,365250,135983,252674,60979,255942,132059,453287,83521,108272,190671,209224,131854,290017,167318,167260,145461,61492,309845,143378,149516,154438,123370,350427,293904
104,276862,331980,226356,776959,111345,356243,404792,229177,360438,128700,458320,276758,442249,362939,132997,251587,58385,255135,125909,450123,76391,108030,180613,204002,131151,282862,161941,158743,145311,60761,307618,136395,147155,153158,123331,349760,293119
105,274096,330932,220297,770616,110542,348161,400814,224250,355191,125813,458237,276517,434689,340847,129155,247830,56506,250211,124767,429583,74972,106295,180058,191779,129118,280176,158931,156830,145146,60724,303567,133670,146004,147840,112883,348006,292570
106,258604,327831,215666,764530,109815,346792,397328,222250,345749,125362,452187,276251,426452,334717,127162,247258,56282,249055,118520,416242,72307,102633,179321,191185,122272,276915,157909,154414,144510,60511,301254,129296,142245,146543,112695,345356,281877
107,245719,319138,212443,763536,104375,346367,376993,214748,342580,123640,440937,275556,417878,325309,118158,243500,54800,243696,112087,410517,68951,102342,176640,190752,122101,266291,147821,154304,141999,59842,300181,127232,141978,145881,112694,331865,277164
108,239330,311399,208540,752323,103589,341252,375129,213261,335427,119400,435646,274040,417617,323029,117801,243040,54553,242980,109601,405995,68154,100727,174649,190097,119608,265643,144340,147822,137321,59699,296903,126730,141394,145751,112226,297313,272985
109,238303,310972,208298,749220,102803,340964,374474,211090,325903,114275,412435,271918,402680,311597,115601,242921,54398,234524,107657,400590,68093,100105,172501,186507,115858,257032,140962,146646,134013,58471,289660,125307,137805,145106,110202,293670,269264
110,237188,307541,201750,738097,90000,333223,372203,209059,311722,110361,406149,254468,401132,306458,114915,239518,53908,233587,105791,398850,64045,100002,170654,180950,113678,249110,134274,143098,124741,55022,287519,124935,135602,142891,100681,278021,269217
111,232735,292881,185512,733730,86135,328245,368819,201949,304801,106358,404573,251262,395932,305442,114742,226663,52730,229947,103093,367311,62966,89439,170437,179809,112941,243109,132108,140527,124728,54115,286445,124788,134982,140813,98869,273723,268905
112,232282,286965,184020,726454,83387,315518,358086,201784,295165,105741,404205,245966,375865,290299,105787,221759,51548,227230,100520,366574,59982,88068,165217,177727,111557,240081,123953,140364,122564,53207,277259,123422,134664,139342,96671,267335,268304
113,230664,286102,178043,713006,80780,310132,356067,200016,290258,105161,401361,240798,369942,288992,101730,214013,47011,220189,98472,365662,59022,83089,164325,177479,111415,239019,121034,135166,117638,52399,272900,120583,125956,135609,94019,264235,264515
114,221925,283455,172739,704196,77545,308013,350428,194951,289336,104537,398464,233822,367872,284234,101423,212212,46993,219040,97697,365545,58197,79718,159617,171964,109454,238606,115288,131828,113210,52326,272219,113287,122767,118369,93717,259327,259344
115,220891,280277,172486,690169,77407,302578,350114,187261,278009,103093,395909,230532,363064,282426,101024,211265,44899,216569,97648,360529,57652,78282,159064,171319,108603,236971,109692,126896,110365,51673,271945,112524,122407,118142,93584,253033,257088
116,216512,279870,168373,670149,75285,298896,348649,186276,268900,100929,382056,222981,352257,277271,100990,209874,44140,213850,90252,356874,57611,76914,157476,169849,102728,234812,105409,125566,107139,51458,256599,110570,120428,115607,93576,251462,254527
117,210635,272475,162628,647363,74483,297359,346895,185756,263628,98860,376398,214002,342369,276231,100965,209052,44033,211773,87300,342611,57294,76484,157260,161598,97299,233646,100975,124214,103671,49878,248121,109678,119284,113480,93523,248807,252888
118,208304,268569,161058,634116,73750,296507,337968,181975,262799,97898,372125,208052,339004,275399,97773,203914,43832,210033,84355,337208,55383,74772,151878,159654,87571,228475,96893,123598,88164,49624,247187,100352,118786,112094,92233,244640,250619
119,208025,261817,150778,631249,71317,291288,336919,180479,262718,97624,369560,195266,338731,275134,97323,203480,43297,205661,82759,334366,51924,73971,150852,156803,87310,223962,94781,118220,88030,49345,246320,96991,109507,105456,90310,230006,239760
120,199581,253862,146340,630640,68289,287572,331869,176231,261654,96827,369531,191829,334341,274630,97296,198270,42946,201146,80625,322139,51194,73628,145485,156782,86677,207424,94132,118043,85128,49124,244249,92579,109308,105335,88555,229387,231731
121,198149,252259,145312,621287,67690,284243,328448,172256,259725,93415,368494,189624,327570,268001,96599,187844,40767,199953,75198,318771,50434,67545,142295,156751,83533,206047,89395,117795,81321,46761,241963,90696,105764,104453,85134,227246,229871
122,195812,248777,143916,611992,64970,275781,322189,166647,259163,91167,361323,187169,321282,265865,89296,179933,40762,194144,68453,301803,49893,67288,141948,155721,83276,204683,87428,116297,80714,41964,239341,89372,103134,103922,83028,224473,225484
123,192146,241950,143564,608894,64814,275322,321911,162645,255385,89458,347177,179125,320579,246296,87869,178906,40353,191674,67373,300198,49815,67108,129037,155579,81901,201353,87270,110399,78489,41801,231142,83830,101670,103649,82414,224130,225179
124,184869,241612,140719,607540,63951,274159,318165,159256,243197,88477,343216,169092,306580,243207,84145,176290,40236,190833,67061,291766,49357,66663,127578,154045,81485,200648,84760,109187,72615,41717,225234,81982,89601,103107,81800,221923,225057
125,184768,238447,140245,600567,62374,268928,313095,156432,241194,86165,342529,156854,290256,239008,81774,174394,37745,186286,65643,286931,48744,65607,126904,149819,77655,196066,83127,107824,66546,41492,215149,81112,89115,102348,78586,218565,223730
126,184218,233910,138813,599932,60142,265058,313024,153460,238966,85535,332639,156479,289850,236360,81138,164459,34973,186173,58435,286257,47073,63336,125874,146563,77370,188112,82909,107540,63180,38615,213366,81099,88796,102250,78477,218352,220615
127,178484,233432,138592,596086,53520,255068,307339,152545,235354,84443,331980,150238,281257,236076,77085,163291,34234,183442,56772,283931,44713,62788,122719,145273,73059,181198,81505,107236,62309,38539,205343,79120,87513,102117,76025,211276,216504
128,176706,222555,131869,557796,51795,245372,306554,151047,233378,83909,331230,149693,280399,235411,74088,162120,33893,174565,56529,283010,43248,60422,122313,142186,71702,176414,80198,106954,61774,38312,203352,78882,85820,101150,74451,207494,206237
129,174182,202844,118429,555583,51620,240960,303837,150071,227290,82443,328651,146742,277799,234645,72840,161106,32898,167484,56312,278798,42914,59613,122058,140553,71418,176223,79086,105555,59243,37838,202356,77722,84981,98743,72258,207100,193115
130,169632,201609,116907,551311,51295,237353,301733,146416,218434,79556,316395,146228,277526,230241,72535,157240,32226,166254,52611,271632,41679,58645,121795,138902,70618,175587,76645,104579,57764,35277,201906,75771,83658,98111,71616,205939,192517
131,169325,201102,115896,542227,50493,236685,297039,143754,210883,78452,315688,143045,277203,230180,69712,155868,31901,160966,51409,270743,41320,55621,117778,135551,69973,174625,76586,100972,56474,34468,200713,72741,83406,97138,71507,205072,188616
132,168145,197620,115728,504752,50253,236677,294888,143662,207966,77914,315156,139343,276628,224770,68427,155673,31765,158677,48138,267419,39725,54702,115240,133697,67806,171073,76263,100051,55188,34325,200040,70767,82222,92432,69629,203817,187891
133,162898,197182,108294,501079,47396,231967,294618,141661,202169,77242,314689,137996,275359,224707,68199,150374,31339,158054,47705,266361,38426,54534,115077,133333,67661,162041,75806,99378,54713,33624,197634,68254,80740,86805,69450,202593,185391
134,161239,186374,107260,488988,46922,215546,290320,140033,200640,76599,314131,129452,257111,218786,66763,145702,30983,157875,47547,264192,38418,51139,114461,128485,67416,159939,75409,99012,52814,33521,197309,66922,79835,84995,69344,200831,182031
135,159910,182236,106946,481148,42569,214005,288474,136039,198625,73337,305103,124489,249722,217775,64565,142303,30816,148816,46754,255887,37549,49680,112672,126621,66734,159260,73236,98468,52506,33268,197108,66661,77649,83008,68968,198162,180029
136,155753,181190,101038,480345,40951,213030,286800,134539,197587,70524,300160,123781,248330,211093,63315,140477,30484,144098,46046,250079,37283,48729,111081,126033,66350,158938,71705,98157,52071,32829,196381,64699,77381,81812,67577,197430,177185
137,153529,180713,96588,459938,40064,210894,283135,134172,197516,70469,296356,122116,240304,206358,59167,130129,30303,138674,43933,248849,37043,46922,107361,125186,65862,153776,68592,97528,51742,32819,195624,64673,76050,79902,65321,194326,175094
138,150113,180474,93237,447530,39956,204037,282572,133395,193880,69819,292430,105458,230632,205808,58926,128483,29915,134486,43843,245984,37032,46907,106215,124317,64214,148686,65283,96363,51717,32794,195486,64434,75808,78355,64669,190701,174368
139,144975,174591,89900,441555,39293,202814,282367,132403,180891,69566,288532,102565,230385,196999,57123,126249,29640,134454,43338,245979,34882,46181,102907,123892,61996,144334,61545,93637,51250,32508,193850,64385,72622,78050,63081,170713,170443
140,143373,172287,88330,434460,37739,197563,276906,131536,178121,69453,285948,95882,228631,196436,52852,123558,29263,126810,43181,245740,34182,46016,102781,117684,60871,143941,59469,93321,50198,31440,189071,63127,72406,77268,62587,164993,164730
141,142524,170143,85264,428713,37689,196630,273892,129172,176617,68676,280723,94520,222279,188400,52682,118964,29190,126380,42213,236965,34065,45629,102459,115906,60644,138742,57328,91294,47666,31321,188265,60538,70171,76526,61096,156332,162599
142,133709,167971,82883,426730,37454,195657,273761,126008,171086,67077,277197,94350,221055,181788,49838,117888,29131,124252,42121,236960,34064,45050,100367,113871,59950,136075,56656,88934,46542,30898,178494,59181,69352,74354,56249,154575,161801
143,130686,165073,82195,415861,36255,182848,269898,124699,170366,66225,273214,90429,220052,173138,49812,112447,28307,122601,42111,236073,33645,44786,98978,112234,58959,133010,55275,88776,46470,30620,176785,58529,68677,73231,54047,152641,158370
144,130551,163146,82027,402658,34941,180846,268346,124608,168846,65157,272258,90036,219426,169715,49511,112368,28188,119258,42029,230030,33445,44692,96607,109020,57383,130479,54356,84793,43393,30605,175886,56043,67239,71045,52603,146208,156721
145,129428,162476,80949,399999,34758,180566,268234,121457,160483,64277,269538,89032,213489,169619,47926,111696,28099,112408,41008,227318,33407,42319,92997,107387,56905,128650,54200,80389,43141,30386,174500,54740,62580,63079,52362,142933,155094
146,127624,153620,80018,394834,33820,177553,264783,120743,159728,63247,266920,85396,212149,166178,47877,111405,27950,109802,39775,224383,33252,42242,91057,106820,56218,121607,54092,76542,42737,29974,174208,54739,62454,62808,51766,136983,150927
147,126939,153041,79482,389699,33283,169139,240636,120189,152942,61649,260656,83928,200151,160144,47179,110961,27641,106849,38843,219375,32991,40560,88179,103179,55306,109077,52644,74529,41651,28438,171655,53481,59820,60473,50865,136928,148531
148,125927,146584,79466,379011,31439,167964,235211,119547,152904,61550,259358,82626,188463,159792,45241,104744,27510,105351,37292,214438,31223,39893,87063,100729,54568,106901,50915,73917,41131,28339,171217,53455,58721,60054,49956,135734,145197
149,125254,145340,77746,371796,30309,163619,229475,117409,149397,60380,259321,82186,183654,159661,44730,102286,26387,102084,36752,210183,30703,38556,86773,99145,53825,101578,47190,70837,39425,28317,169726,53380,56066,58760,49855,133251,144680
150,122560,139776,77436,363697,30205,151897,228464,116269,140548,60185,259299,78883,173564,159239,44540,101689,24365,100953,35711,199374,29464,38329,84231,99050,53661,101183,47179,70706,37500,25484,167900,52888,54543,57816,47123,132128,144448
151,122245,137368,76414,356088,29425,151452,220554,112551,124590,59405,253754,70943,172570,156802,44391,97856,23482,100658,35702,199153,28929,37818,81846,98462,51271,100419,47031,70044,36349,25302,167379,52836,54045,55214,47119,127208,138388
152,121782,134365,76271,355096,28732,143951,219417,111353,118039,59242,253264,70747,170686,154378,44238,93842,23374,95258,35395,197060,28029,37784,73843,97529,50636,100263,43551,68500,34538,24547,166905,52632,53333,54739,46791,127103,134626
153,118443,134296,76051,352879,27560,142639,208405,110660,118019,57937,240406,67658,170241,147637,44216,93290,23207,94954,34511,196088,27804,37601,73780,95951,50574,94259,41769,67770,34213,24320,149844,51871,52001,54130,46606,126632,134624
154,118341,133180,74347,341078,27082,140344,207865,105899,117034,57714,239839,66753,166422,144938,44151,92314,22844,90471,34187,192409,26803,37533,70706,94726,49477,92533,40579,67484,32903,23538,149089,51708,51047,52235,45441,126091,128644
155,117753,133160,73108,336738,26910,138789,206264,101347,116357,57402,216697,65624,166239,144051,44078,91862,22230,89486,34051,185872,26582,36664,69274,94034,49354,91873,39716,66529,31904,22808,149058,48262,49278,50366,43646,118769,126037
156,113008,132694,72096,329791,26741,136175,204652,94677,111588,53046,213987,65152,165875,141933,44020,91286,22161,83665,33036,183668,26560,36634,66613,92867,48240,91306,39307,65427,31538,22102,144596,46986,48118,50056,43452,118684,125976
157,110856,131976,71118,318246,26256,131425,202946,90900,110624,50847,212187,64583,164034,139352,43863,91017,21873,82628,32804,178861,26469,36242,64822,92392,46032,90874,38346,61354,31452,22018,144154,46914,47529,49852,42465,116932,125940
158,110813,131262,70227,285081,26008,127306,196647,90588,108644,50808,206321,63483,159896,138477,41102,88599,21786,77955,32743,178774,26090,35997,63307,88901,45408,87613,37742,61251,30984,21526,142744,44349,47317,49785,42401,115795,124919
159,110786,129908,68037,282817,25851,124027,194768,89767,103777,50078,203176,63429,159677,135504,40928,88285,21394,77679,31916,175370,25579,35711,61835,86326,45256,86865,37402,60591,30463,20746,141315,43603,47032,48451,41410,114506,122273
160,109604,129010,67593,265374,24909,120620,185100,88999,102605,50033,202411,61942,157020,134495,40854,88176,21273,76190,30215,172085,24321,35668,60551,85627,43985,85329,37239,58053,30026,20462,139532,42431,46986,47352,41112,111471,117329
161,101569,128462,67472,257295,23962,120148,184904,87701,101947,48886,200166,60547,154834,132323,40565,86088,21264,76064,29780,170213,23998,34066,59364,85321,43851,84920,36217,57910,29682,20091,135858,41981,46070,46796,41008,111439,117136
162,98435,127838,66175,254904,23125,112996,184425,87319,100520,46805,198886,60117,150784,130835,40359,82196,19806,71381,27549,164675,23825,32934,58273,81748,43195,84510,36164,57824,29403,19705,133897,41642,46002,44283,40340,111092,117060
163,98430,127611,65542,254174,22590,112121,177388,86368,97580,44948,187638,58015,148319,129099,38481,78916,19735,70295,27353,155482,23753,32621,56917,80636,43022,84088,35912,56866,29182,19586,130728,41457,44903,44016,39478,106628,113197
164,97812,122708,64540,248308,22585,102992,176938,85931,95509,42405,185338,57254,147018,127000,37164,78770,18626,70064,27193,146938,22903,31533,55999,80387,42008,83400,35517,55329,29122,19475,128863,40833,44543,42872,38451,106134,112137
165,97239,121371,64218,245850,22289,95186,175699,84802,86091,40294,178215,56610,145877,124178,36424,75898,18387,66738,25994,144675,21904,31345,55804,79748,40048,81022,34662,53498,28804,19471,127389,40314,44159,42444,36705,102316,111148
166,95836,119953,62023,244163,21997,90996,175523,81465,84995,39914,172457,56515,137682,123930,35923,75406,17977,66331,25846,143123,20956,31069,55108,77666,38018,78773,34189,52605,28524,19457,126436,39983,43373,41795,36156,101545,110108
167,92192,119305,61885,237480,21702,88966,174655,81336,84645,38508,171293,55697,134798,123255,35226,75040,17100,63420,25243,141746,20875,30843,54861,77613,37407,77353,33143,51341,28338,18932,123119,39757,43319,41305,36152,98450,110058
168,92142,116076,61502,234520,21609,88016,172434,81308,82855,38154,166267,53949,132073,123044,34798,72583,16688,59797,25091,141650,20814,30810,54320,77328,36953,77169,32402,51288,28153,18747,122332,39268,43188,39062,36136,97220,109437
169,88607,113665,61371,233895,21480,87082,170024,79735,80466,37443,159593,51558,129071,122855,34779,71725,16606,57967,24401,139266,20798,30807,53413,73403,36080,73814,31987,50456,27839,18648,121266,38911,42015,38615,35062,92912,107524
170,87512,113406,61189,232448,21432,86303,168615,78804,79768,36759,155877,51478,128175,119053,34016,71625,16579,57398,23839,139025,20790,30632,53201,73019,34651,73246,31892,50349,27058,18564,119744,38693,41960,38017,34906,92780,104754
171,87437,113101,61090,229997,21301,85316,162574,77996,77817,36479,154804,49128,123903,117127,33645,68355,16480,55077,23606,133447,19331,30126,52793,72973,33879,72461,30199,50071,26900,18556,117167,37657,41184,37887,34877,91590,103486
172,87429,109171,60912,229673,20712,85042,158165,75519,76508,35260,154168,49012,115836,115532,32079,67993,16389,53201,22985,127991,18658,29841,52727,68715,33693,72285,29774,48413,26724,18149,116062,36125,40111,37399,34530,91194,102132
173,85278,107062,58189,216600,19840,83093,155757,74335,71219,34492,145130,48962,115168,115506,31271,67972,16187,49637,22537,127916,18656,29047,50141,68196,33474,71445,29736,47796,26577,18062,115514,35921,39727,37096,34164,90491,101953
174,83514,105444,55637,216053,19497,81461,154707,73192,68896,34406,143477,48432,115022,113431,31269,67873,15915,49129,22183,126230,18043,28937,48156,66970,33375,70922,29538,46552,26151,17748,115509,35652,36376,36681,34047,89169,100458
175,82913,103236,54417,213852,19414,77942,154443,72104,68389,34392,142882,48381,113979,104610,30860,65840,15780,48375,22089,125584,18026,27931,48074,66263,32945,70833,29487,46491,25929,16884,113299,34670,34901,36008,33386,87842,100166
176,81212,101843,53480,212395,18831,75318,149969,71803,65970,34363,138677,47680,113972,102909,30736,63076,15658,47435,22074,120223,16773,27185,47600,64643,32430,70310,28864,45424,25750,16722,113102,34459,34708,35564,33102,85024,98644
177,77939,100271,53305,207253,18219,70515,143588,71473,65409,33829,137029,47455,112669,96900,30557,61894,15619,45692,20831,114833,16744,27065,47573,63084,32420,69937,28458,42562,25586,16310,111309,34142,33825,35348,33071,84058,98435
178,77145,95959,53239,202352,17535,69181,140501,71283,60628,33344,134504,46702,112367,92735,30472,57432,15524,43653,20588,112409,16470,26952,45405,62021,32409,69576,28137,42254,25165,16027,105611,33877,33766,34557,33018,83262,96636
179,76577,95218,51839,201698,17125,66727,137222,69435,58875,33156,130577,46520,111667,90000,29910,56864,15273,40582,20198,111137,16217,26500,45353,58907,32343,68724,27412,41801,24723,15373,104801,33664,33463,32449,32448,82569,96344
180,75170,95137,50057,200548,16675,64933,131204,66432,57859,33111,125475,46287,111571,87228,29693,54568,15256,40487,19828,108734,15793,26284,43942,57606,32169,67361,26486,41374,24208,15333,104789,32342,33320,32274,30384,81473,94973
181,74709,93921,49182,197659,16408,64700,130422,66036,53490,32687,122343,44849,110317,86198,29553,54562,14884,40214,19183,107956,15400,26252,43933,57309,31282,67275,26092,40903,23610,14880,104223,31989,33205,31986,29818,78209,90020
182,73144,93834,48056,196246,15858,63659,128866,64646,52423,32579,121665,43374,108043,86118,29205,53819,14698,39746,19000,107848,14899,25704,43866,57090,30293,67219,25647,40817,22292,14748,102672,31739,33199,30127,29755,77583,88517
183,72804,93116,47672,195644,15805,62984,126843,63822,49900,31995,120038,41733,105585,86023,28863,53548,14565,38500,18981,106543,14684,25407,42900,56450,29041,66535,24586,39474,21518,14715,100327,31723,32481,30121,29714,76275,86108
184,71143,91218,47274,194188,15765,60870,126314,63813,48612,31589,119300,41653,105390,84542,28300,52620,14500,37570,18843,106534,14660,25350,42794,56053,28586,63249,24366,39455,21045,14535,98339,31312,32007,29953,29619,75995,85948
185,69751,90102,44691,192533,14998,59899,124900,63537,48527,31571,118618,41286,104895,83740,27808,52332,14425,36201,18120,104977,14645,24482,40788,56049,27886,63241,23991,38746,20932,14487,91908,31067,31577,29660,28399,75846,84522
186,69442,87653,43970,191151,14574,59169,124500,63487,46438,31250,118470,39397,103512,83062,27677,51964,14351,35806,17654,104969,14573,23513,40528,54713,27685,62763,23955,36082,20817,14368,87790,31014,31251,29560,28203,75066,84324
187,67870,87527,42686,185257,14462,59146,116967,63455,45799,30776,116361,38604,102437,82512,26945,49630,14188,35374,17593,103056,14548,23501,40223,54305,26695,62260,23794,33470,20515,14112,87231,30827,30600,28784,28094,73855,82529
188,66696,87377,42283,181236,14432,58954,114551,62615,45557,30502,113650,38375,101632,82084,26533,49493,13760,35022,17377,102140,14536,23273,38277,54059,26494,60886,23755,33276,19056,13876,87123,30773,30596,28738,28070,70917,82498
189,66048,87277,42184,174470,14327,56659,112196,62088,45186,30224,112520,37971,101322,81923,26522,47384,13590,34442,17363,95984,14432,23041,37989,53637,26493,60568,23621,33137,18462,13724,86124,30597,30417,28651,27732,70436,80907
190,64513,86762,41532,173305,14294,53177,111027,61817,43738,30142,108191,37322,96568,79993,26478,46946,13202,34369,16171,93322,14257,22869,37703,53491,26465,59210,23360,33045,18342,13664,85265,30504,30369,27866,26539,70302,80306
191,63855,85036,41295,167778,13480,50916,104506,61322,43096,30079,107083,37005,95874,78021,26413,45845,13002,34239,16077,88623,14088,22575,37231,50921,26064,57888,22580,32938,18039,13555,84093,29877,30288,27505,26369,68707,80006
192,63780,84686,39672,158940,12955,50700,103773,60378,41896,30061,101792,35320,95110,77918,25236,44378,12919,33475,16002,82034,13684,22515,36290,50742,25656,57333,22273,32129,17803,13498,83585,29439,29390,26915,26190,65819,79251
193,62609,81816,38974,157431,12779,50498,97543,59249,41823,29791,100362,33960,94631,76389,25011,42404,12536,32202,15865,81533,13100,22135,36149,50721,25284,57088,22087,31588,17556,13459,77987,29378,28676,25958,25154,65387,77523
194,60917,81067,38480,156517,12694,48185,96580,57549,41265,29618,95303,33648,94529,76371,24333,41012,12304,31405,15747,81267,13091,21839,35960,47028,25276,55904,21714,31471,16670,13251,77095,28955,27919,25775,24711,63897,76406
195,60242,80711,38312,153893,12673,46182,95810,57324,39254,28789,95241,33582,89431,74181,24307,40543,12196,30893,15635,80994,13088,21206,35856,46586,25047,55732,21480,30882,16108,12773,72151,28913,27806,25597,23715,62223,75816
196,57947,77769,37579,147118,12431,45797,92370,57155,38925,28156,91860,32423,88410,73269,23840,39932,12059,30506,15568,78751,12574,20876,34633,46258,24627,55579,21307,30263,15563,12762,71629,28567,27294,25015,23638,60203,74232
197,57946,75119,37474,142381,12334,45729,91508,57019,38923,27866,87714,32224,87308,72714,23831,39250,12007,29499,15466,77141,12560,20815,33751,44380,24435,54872,20630,30142,15341,12606,71243,28532,25360,24906,23452,59160,74104
198,57942,71865,37220,140853,12062,44323,91155,56544,38271,26871,86908,31963,85038,71715,23813,39237,11815,28709,15320,75981,12502,20675,33405,43965,23888,53587,20290,29537,14948,12580,69624,28457,23818,24285,23252,59141,72773
199,56585,71662,37069,140424,11625,44240,90707,56047,38171,25571,85097,31803,83907,70428,23487,39049,11761,28537,15122,75187,12464,20397,33046,43950,23866,52876,19574,29494,14916,12336,69550,28018,23313,24244,23200,58585,72687
200,55962,71287,36430,137575,11555,43974,90037,55548,36721,25403,82289,31640,83350,70169,23308,38269,11685,28525,14995,73258,12439,20247,31836,43534,23370,51509,18745,29301,14814,12288,65845,27915,22571,23660,23187,58192,71497
201,55775,70578,35905,131816,11498,42253,88260,55030,36423,25036,80453,30785,83146,69249,23064,38233,11655,28203,14991,69974,12428,19862,31832,43265,23334,51212,18719,29228,14149,12277,65766,27735,22459,23468,23146,58189,70796
202,55050,69966,34393,130707,11361,42147,88259,54776,35658,25030,77019,30655,81690,69192,23025,37638,11529,27705,14890,67585,12333,19642,31459,43171,22895,50475,18557,28808,13536,12085,65261,26981,22198,23235,22187,57421,68658
203,54812,69810,33838,130517,11278,41754,87824,52318,35472,24853,76154,30590,81246,68291,22836,36739,10825,27172,14762,65176,12118,19314,31355,41539,22851,50406,18465,28489,13351,12049,63080,26865,22126,23170,21730,57415,65780
204,53057,69593,32930,130443,11235,41741,87820,52161,35366,24688,74629,30164,80916,66710,22807,35437,10696,27012,14668,65092,12104,19160,31196,40542,22788,49945,17336,27827,13277,12004,62809,26201,21659,22057,21395,55387,65424
205,52730,67567,32643,128598,10929,41681,83722,51710,34216,23661,69535,29767,78642,66098,22150,35209,10457,26572,14266,64721,11970,19152,29507,40286,22676,49544,16839,27534,13268,11994,62706,25959,21563,22005,21051,54428,65246
206,51935,67457,32382,127923,10087,39617,83436,51585,34031,23614,68911,29454,78078,64715,21632,34407,10363,26497,14103,62870,11862,18984,28812,39561,22129,48340,16685,27439,12641,11914,61972,25825,21508,21955,20554,53218,64775
207,51866,66919,31907,125549,9909,39408,81811,50233,33947,23559,68218,28676,77945,64148,21199,34405,10217,26472,13537,60748,11785,18684,27335,39372,21937,46655,16671,27392,12332,11808,61363,25737,21339,21553,20368,52567,64456
208,51439,66850,31690,120066,9645,39372,80592,48694,33916,23056,66300,26850,75335,63656,21178,34177,10099,26361,13274,59828,11497,18148,27123,39141,21448,46532,16485,26808,12169,11775,61297,25491,21282,21343,19660,51112,64281
209,50892,66349,31104,118610,9468,39042,79065,48309,33599,22917,66160,26570,74715,58257,20330,34157,10016,25832,13232,59517,11493,18144,26812,38632,21049,46154,16319,25836,12164,11561,61169,25170,21192,21197,19580,50779,63850
210,50890,65523,30321,114383,9434,38929,78771,46467,33356,22050,63369,26210,70917,57699,20160,33723,9933,25733,12922,58618,11409,18045,26669,38267,20955,45039,16282,25698,12152,11533,61020,24465,21033,21090,19556,49037,63036
211,50855,65113,29086,112281,9174,38391,77770,46270,32622,22041,63303,25915,69743,57682,20128,33006,9901,25441,12604,57640,11296,18007,25971,37451,20898,44610,16099,25371,11803,11503,61017,24340,20617,20825,19477,48536,62851
212,50336,62932,28820,112215,9112,36714,76527,45284,32148,20764,61953,25846,68232,54690,20099,32883,9810,25372,12553,57200,10856,17915,25459,36135,20588,44292,15954,24788,11662,11348,60310,23149,20558,20807,19009,48169,59053
213,49928,62155,28556,105111,9028,35549,76272,44407,31794,20146,61622,25415,67725,54456,19753,32645,9785,25133,12481,55857,10643,17709,24976,36032,20317,43245,15567,24706,11507,11229,59729,23119,20471,20428,18950,47984,58716
214,48981,61948,28281,103756,8749,35252,75934,43148,31680,19636,59643,25273,67333,53753,19740,32607,9679,24534,12453,55529,10557,17545,23557,35445,20305,43140,15553,24286,11245,11122,59305,23089,20004,19830,18342,47954,58127
215,48837,61872,28078,102475,8667,34557,74646,42850,31072,19225,59151,24103,65632,52210,19256,31840,9657,24399,11700,55231,10448,17173,22941,34571,19891,42863,15174,23595,11040,11078,59223,22637,19942,19660,18284,47715,57197
216,48008,60685,28043,101723,8353,34304,69760,41653,30520,19067,58824,22840,65478,50333,18981,30714,9645,24390,11612,53781,10416,16868,22263,34377,19317,42851,15094,23384,10576,11067,58423,22421,18847,19595,17908,44350,56496
217,47586,60141,27343,100837,8273,34171,69274,40200,30332,19019,58066,22145,65085,50146,18933,30314,9149,23916,11529,53751,10272,16431,22060,33860,19001,41874,15017,23163,10428,10915,57596,22333,18697,17630,17706,43512,56252
218,47440,60012,26790,98688,8049,33327,68992,40003,30295,18999,57451,21953,64984,49997,18688,29853,9146,23197,11462,53736,9955,16073,22002,33605,17860,41795,14879,23112,10415,10824,57379,21972,18616,17375,17299,43244,55539
219,47003,59653,26753,98579,7980,33323,68973,39563,29926,17943,57360,21490,64965,49927,18431,29663,9079,22909,11376,53636,9841,16007,20911,33358,17351,41456,14710,22607,10318,10793,57146,21870,18564,16693,16645,40845,54182
220,46255,59401,26581,95813,7978,32873,68727,39504,29675,17844,56844,21060,63029,49630,17970,29586,8907,22681,11358,52492,9640,15971,20858,32621,17191,40939,14522,22583,10226,10712,56559,21574,18261,16536,16462,40344,53951
221,45803,56493,26285,93928,7970,31878,66645,39434,29399,17593,56608,20937,62408,48291,17800,29486,8902,21623,11314,51414,9449,15757,20348,32602,17078,40508,14305,22163,10172,10702,53985,21336,18206,16468,16104,39815,53085
