rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
222,45575,54972,26044,90069,7917,31747,65692,39421,28985,17336,55808,20737,62061,48161,17777,29455,8439,20613,11230,51294,9300,15086,20217,32508,16168,40440,14157,22163,10159,10699,53937,21108,17967,15960,16015,39492,52019
223,44129,53696,26023,88337,7831,31297,64907,39183,28757,17205,53639,20533,61305,47249,17533,29400,8273,20597,11064,50880,9210,14621,20054,32248,16075,40332,14138,22132,10019,10697,52624,20750,17717,15824,16014,38919,51581
224,43962,51319,26019,88128,7678,29921,63603,38478,28650,16403,52349,20356,61022,45134,17408,28993,8178,20596,10954,49419,9105,14551,19795,32091,15484,39761,14111,22009,9409,10348,52501,20664,17677,15695,15896,38725,51174
225,43309,50990,25813,88046,7563,29615,62515,38361,28203,16079,52276,20317,60888,43936,16468,28578,8135,19474,10730,49101,9046,14367,19763,31875,15267,38889,13975,21938,9400,10064,52443,20448,17302,15644,15884,37221,50842
226,43293,50855,25434,87475,7370,28250,62237,37972,28165,15865,51797,19975,60120,43527,16069,28539,7981,19412,10513,49000,8962,14137,18994,31834,15039,38390,13770,20777,9054,10019,52073,19913,17124,15565,15873,36309,49909
227,42876,50517,25388,86763,7248,27884,61512,37868,28127,15841,51047,19878,59151,43253,15571,28426,7922,19003,10276,48429,8778,13984,18969,31664,14893,37818,13740,20667,8973,9744,51163,19534,16921,14928,15629,34991,49549
228,42002,50143,24719,86208,7210,27845,61265,37537,27878,15784,50810,19672,58568,43147,15237,28341,7812,18725,10158,47721,8763,13920,18774,31286,14280,37490,13557,20651,8847,9655,51008,19493,16868,13269,15268,33617,49455
229,41050,49882,24610,84416,7197,27605,60889,37533,27870,15675,50807,19657,56853,41901,15236,26799,7794,18184,10091,46450,8533,13814,18431,30672,14135,37168,13483,20621,8816,9644,50329,19480,16543,13235,15218,33152,49331
230,40613,49185,24442,83564,7148,27403,60696,36585,27830,15509,50529,19581,56507,39842,14479,26381,7565,17803,9905,46065,8464,13794,18410,30083,13947,35983,13242,20617,8693,9508,49720,19379,16489,13161,14866,32229,48880
231,40154,48444,24401,81864,7060,26167,60020,36360,26880,15394,48918,19049,56241,39821,14101,26376,7480,16943,9846,45957,8336,13720,18316,29601,13820,35794,12599,20503,8667,9471,48921,19117,16041,12854,14767,32214,48641
232,40137,48218,24075,77890,7054,25436,59837,36338,26757,15268,48650,18869,55740,39629,14041,26338,7408,16616,9682,45301,8283,13518,18287,29466,13071,35100,12436,20186,8570,8825,47961,18677,15909,12499,14603,32031,48608
233,39512,48030,23991,77250,6811,24693,59812,35493,26083,15048,48466,18487,55719,39051,14003,26303,7363,16452,9624,44931,8223,13257,17943,29331,12711,34844,11715,20111,8535,8807,47766,18187,15909,12424,14385,31500,48449
234,37969,47565,23775,76768,6803,23614,59494,34110,25575,15033,47369,18124,55527,38981,13820,26290,7348,16440,9584,44100,8082,12882,17819,29078,12682,33057,11684,19925,8516,8752,47633,17671,15463,12280,14043,31090,48361
235,37253,46745,23366,76398,6745,23518,58991,34085,25055,15011,46987,17550,55305,38877,13318,26045,7281,15830,9467,43669,8039,12880,17326,28694,12632,33020,11467,19291,8378,8726,47579,17205,15450,12053,13838,30704,47828
236,37056,46571,22996,74995,6639,23179,57056,34050,24753,14808,46362,17260,55032,38428,13308,25328,7266,15507,9306,43104,7843,12758,17276,28578,12584,32746,11265,19041,8297,8703,46769,16882,15273,11903,13834,29585,47726
237,37012,46538,22670,73848,6631,23118,56721,33833,24121,14703,46042,17074,54896,37982,13290,25181,7238,15037,9278,42553,7693,12345,17274,27301,11953,32553,11132,18294,8162,8675,44632,16681,15150,11759,13492,29403,47721
238,36586,45706,22507,73776,6593,22654,56426,33789,24017,14652,45695,17070,54138,36794,13001,25133,7220,15014,9246,42333,7662,12281,17168,26454,11795,31427,11088,18243,8020,8646,43230,16356,15135,11712,13177,29207,45877
239,36482,43789,22398,73509,6545,22617,56054,33765,23514,14578,45648,16983,53797,36273,12832,23996,7091,14895,9015,41349,7640,12252,16962,26224,11781,31348,11076,17776,8004,8604,42570,16176,14668,11692,13158,29082,45282
240,36464,42828,21996,71169,6343,22393,55635,33563,23497,14356,45347,16840,52681,36004,12830,23991,7001,14535,8908,41281,7388,12068,16765,26068,11736,30896,10846,17668,7999,8589,42055,16067,14580,11491,13146,28380,44892
241,36170,42336,21931,70613,6261,21987,55591,33546,23406,14258,45115,16824,51655,35696,12429,23814,6998,14482,8892,41150,7281,12011,16585,25365,11252,30666,10678,17578,7981,8225,41969,15912,14576,11347,13111,28171,44437
242,35517,42248,21924,69892,6200,21869,55466,33310,22986,14044,44379,16638,51241,35206,12323,23486,6869,14256,8834,39974,7276,11992,16245,25062,10929,28813,10398,17483,7964,8218,40862,15796,14513,11265,12880,28169,44300
243,35305,42124,21786,67520,6186,21773,55242,32616,22779,13820,44130,16472,50064,35068,12262,23301,6733,14175,8811,39796,7264,11958,16125,24927,10602,27700,10369,17435,7786,8203,40840,15732,13990,11025,12665,28091,44236
244,35282,41187,21398,66262,6124,21372,55030,32560,22752,13739,44093,16432,49826,34908,12184,23137,6671,14030,8770,39494,7212,11854,16008,24798,10506,27553,10320,17287,7579,8020,40613,15709,13818,10949,12575,27442,43575
245,35249,40115,21114,65833,5959,21152,54924,32469,22501,13659,43865,16344,49105,34700,12181,22881,6630,13992,8717,39325,7032,11695,15968,24623,10425,27376,10199,17059,7557,7988,40478,15624,13667,10603,12470,26859,43514
246,32877,39603,20904,62344,5802,20815,53629,31751,21077,13565,42369,16113,48221,34595,12138,22523,6514,13971,8698,39132,7028,11683,15842,24287,10231,27287,9885,17027,7486,7947,40312,14815,13442,10534,12403,26825,43442
247,32596,39497,20547,60866,5766,20470,53503,30710,20917,13486,41661,15687,48033,33761,12102,22243,6426,13839,8315,38726,6877,11595,15286,24054,10198,27200,9533,17004,7418,7780,40156,14643,13392,10276,11721,26384,43336
248,32541,39371,20443,60472,5533,20326,52947,30654,20771,13055,39481,15670,47958,33301,12042,22216,6189,13539,8006,36679,6862,11349,15204,23889,10124,26893,9530,17003,7380,7773,39715,14214,13391,9863,11602,26310,42921
249,32353,39238,20386,60244,5519,20113,52545,30596,20744,12973,38314,15472,47461,33096,11909,22036,6184,13378,7905,36596,6758,11141,14922,23754,10009,26724,9485,16711,7379,7760,39165,13917,13389,9739,11294,26301,41749
250,32305,38323,20321,59130,5419,20095,52067,30555,20493,12756,38215,15326,47287,31681,11763,21967,6101,13224,7829,35240,6733,11076,14844,23606,9944,26642,9468,16592,7322,7713,38752,13871,13375,9738,11290,26287,40001
251,31911,38230,20256,56814,5364,19833,51706,30455,20385,12717,37859,15059,47196,31095,11738,21582,5948,13216,7481,34957,6553,11060,14818,23401,9873,26230,9454,16556,7310,7661,38054,13687,13304,9722,11269,25944,39617
252,30780,37978,20252,55632,5309,19110,51572,29347,20235,12622,37855,14968,46618,31050,11432,21455,5921,13012,7449,34128,6552,10973,14584,22922,9103,25629,9431,15924,7281,7634,38038,13463,13237,9603,11232,25805,38419
253,30313,37109,19986,55454,5263,19064,51317,29258,20191,12519,37767,14917,46326,30743,11103,21407,5917,12674,7322,34098,6527,10923,14485,22710,9001,25541,9416,15602,7246,7612,37260,13299,12877,9455,11015,25662,37448
254,30263,36971,19920,55308,5255,18668,51241,28752,20096,12361,37744,14903,46236,30266,11029,21135,5901,12595,7269,33506,6491,10905,14037,22248,8974,25440,9386,15596,7246,7594,37086,13244,12784,9445,10979,25232,37402
255,30046,36487,19726,55273,5209,18490,51114,28566,20094,12347,37482,14808,45406,29817,10869,21009,5870,12594,7223,33440,6443,10627,13062,22229,8927,25313,9308,15509,6974,7544,37024,13200,12707,9383,10931,25143,37203
256,29966,36192,19574,55198,5131,18426,50830,28543,20064,12345,37293,14656,42806,29531,10843,20947,5654,12424,7141,33387,6032,10472,13018,22078,8899,25209,9282,15440,6865,7422,36645,12303,12664,9332,10666,24826,37081
257,29627,36037,19533,54380,5094,18422,50550,27852,19941,12302,37171,14647,42757,29375,10842,20830,5612,12369,7076,33341,6011,10464,12847,21330,8874,25060,9272,15225,6820,7349,36305,12269,12563,9330,10312,24789,36937
258,29366,35948,19529,53713,4823,17901,48957,27774,19679,12221,36035,14301,42633,29184,10675,20777,5533,12247,7054,32166,5837,10184,12631,21235,8794,24676,9240,15002,6580,7330,36189,12183,12500,9277,10174,24601,36868
259,29282,35934,19497,53193,4754,17621,48686,27635,19105,12010,35405,14122,42475,28805,10561,20561,5272,12245,7019,31089,5800,9954,12448,21093,8702,24328,9211,14976,6455,7261,35201,12011,12468,9135,10060,24412,36770
260,29183,35708,19248,52122,4592,17616,48468,27625,18840,11984,35239,14021,41469,28672,10494,20414,5200,12195,7000,30891,5780,9939,12432,21021,8648,24276,9061,14873,6309,7224,34506,11701,12462,9110,10038,24402,36640
261,29141,35677,18833,51922,4585,17565,48208,27528,18733,11981,33807,13545,41242,28192,10483,20170,5163,12118,6964,30736,5779,9678,11890,20914,8538,24127,8877,14669,6267,7196,34425,11639,12461,9039,9995,23756,36587
262,28744,35474,18655,51873,4585,17561,47280,26423,18542,11972,33653,13502,39245,27756,10451,19985,5114,12109,6919,30707,5762,9624,11703,20781,8535,23936,8873,14498,6160,7018,34140,11626,12373,8892,9848,23666,36540
263,28350,35284,18577,50588,4578,17403,46748,26046,18320,11971,33403,13394,39062,27320,10305,19728,4965,12069,6904,29300,5725,9451,11665,20520,8484,23833,8824,14294,6118,7001,33655,11385,12190,8816,9639,23607,36446
264,28341,34659,18407,49954,4556,17338,46095,25981,17952,11855,33241,13088,38633,27212,10179,19502,4947,11971,6823,28811,5723,9182,11402,20509,8369,23117,8729,14224,5973,6855,33074,11259,11814,8806,9266,23276,35689
265,27309,34467,18180,49665,4496,16905,44639,25206,17731,11833,33227,12958,38575,26958,10113,19309,4918,11879,6810,28660,5718,9172,11240,20392,7944,23066,8644,14194,5883,6165,32919,11234,11294,8785,9217,22909,35563
266,27262,33647,17955,49279,4465,16696,43517,25035,17379,11442,33198,12811,38327,26302,10054,18999,4847,11625,6734,28320,5664,9170,11054,20252,7941,23061,8638,13927,5831,6030,32187,11123,11257,8689,9175,22720,35509
267,27254,32831,17908,48745,4399,16462,43454,24667,17244,10701,32073,12747,37562,25945,9946,18832,4740,11513,6715,28145,5547,8971,11037,20163,7880,22881,8634,13532,5795,5968,32051,11068,11178,8570,9168,22459,35400
268,27108,32286,17891,47361,4376,16355,42829,24588,17214,10695,31328,12588,37515,25921,9389,18740,4708,11436,6659,27999,5428,8787,10968,19464,7852,22737,8589,13468,5763,5937,31383,11023,10901,8145,9156,22081,35101
269,26923,32242,17681,46620,4373,16219,41742,24456,17188,10637,30928,12532,37000,25677,9247,18723,4597,11426,6645,27986,5378,8745,10873,19293,7847,22202,8518,13410,5453,5901,31186,10406,10833,8085,8856,21086,34309
270,26830,32008,17597,46146,4292,16127,41698,24366,17019,10515,30912,12513,36587,25647,9245,18534,4592,11380,6546,27889,5210,8685,10810,19233,7787,21944,8502,13263,5447,5880,30994,10322,10341,7989,8842,20687,33603
271,26793,31869,17383,45102,4274,16113,41369,24339,16991,10422,30766,12495,36537,25476,9070,18171,4592,11179,6504,27832,5178,8587,10790,19126,7549,21774,8455,13183,5419,5740,30197,9991,10213,7925,8785,20656,33431
272,26684,31110,16969,44207,4268,16046,40709,24239,16715,10314,30287,12273,36480,25069,8917,17765,4585,10990,6446,27243,5157,8549,10402,19087,7416,21689,8343,13160,5311,5590,29937,9657,10175,7918,8725,20634,33205
273,26401,30992,16934,42569,4245,15952,39664,23761,16414,10237,30263,12244,36065,24176,8620,17753,4585,10983,6428,26765,4959,8277,10366,18997,7399,21555,7844,13121,5276,5489,28957,9652,10168,7890,8651,20458,32974
274,26376,30885,16780,41886,4228,15948,39006,23683,16159,9907,29997,12166,35752,23501,8562,17723,4518,10982,6394,26341,4949,8213,10238,18895,7281,21468,7768,13098,5258,5462,28906,9539,10142,7850,8570,20281,30979
275,26310,30630,16540,41828,4190,15786,38686,23675,15955,9759,29967,12142,35415,23449,8385,17394,4500,10969,6342,25914,4927,8156,10208,18873,7143,21198,7686,13086,5253,5451,28436,9499,9871,7763,8546,19853,29901
276,25583,30466,16228,41396,4164,15745,38335,23063,15586,9757,29813,12042,35407,23346,8326,17316,4478,10931,6309,25612,4865,8048,10031,18831,7130,21154,7485,12911,5243,5419,28369,9473,9714,7695,8500,19615,29863
277,25419,30315,16041,41236,4153,15713,37674,23041,15566,9651,29735,11862,35022,23027,8319,17024,4393,10920,6128,25433,4774,7996,9996,18794,7114,21037,7428,12827,5108,5361,28047,9138,9530,7678,8470,19419,29823
278,25128,30164,15922,40723,4146,15552,37516,23026,15189,9614,29138,11839,34786,23009,7795,16914,4302,10481,6013,25330,4744,7846,9684,18672,7047,20994,7410,12622,5093,5334,27974,9136,9418,7660,8271,19162,28933
279,25120,30115,15608,40616,4144,15120,36667,23019,14998,9325,29122,11668,33306,22939,7717,16874,4277,10151,6011,25233,4713,7736,9599,18547,6969,20948,7394,12301,5082,5226,27662,9089,9251,7641,8261,18451,28201
280,25112,30029,15510,40422,4138,15116,36000,22961,14909,9267,28976,11526,33225,22343,7699,16746,4258,10128,5963,25224,4699,7640,9513,18405,6809,20825,7324,12284,5081,5206,26739,9070,9170,7637,8081,18106,28143
281,25016,29910,15414,40081,4134,15096,35558,22789,14637,9222,28664,11408,33159,22289,7657,16499,4234,9482,5948,25132,4669,7517,9376,18298,6748,20645,7309,12182,5076,5193,26575,8947,9008,7486,8064,18071,27447
282,24987,29613,14982,39207,4132,14692,35553,22760,14462,9118,28652,11392,32214,22087,7626,16494,4213,9433,5947,25116,4643,7477,9365,17144,6739,20379,7281,12017,5021,5068,25766,8874,8854,7436,7887,17816,27278
283,24826,28810,14908,38461,4124,14640,35156,21915,14190,9057,28643,11263,32123,22036,7424,16465,4185,9319,5940,25108,4641,7474,9351,17139,6623,19684,7069,11988,4999,5064,25563,8856,8734,7422,7840,17714,26818
284,24798,27664,14711,38222,4100,14639,34049,21505,14189,8978,28631,11258,31887,21909,7422,16168,4149,9262,5890,25078,4592,7430,9279,17063,6582,19640,6977,11877,4880,5011,25462,8820,8517,7364,7499,17234,26797
285,24783,27502,14547,38188,4078,14623,33839,21201,14179,8738,28539,11233,31829,21642,7376,15834,4123,9173,5872,25071,4585,7406,8537,17027,6497,19297,6891,11868,4819,4879,25006,8513,8494,7240,7498,17210,26546
286,24747,27325,14545,37712,4078,14489,33280,21136,13943,8646,28489,11211,31176,21626,7374,15685,4028,9097,5695,25050,4513,7332,8398,16943,6303,19069,6682,11478,4817,4858,24686,8489,8462,7188,7488,17209,26509
287,23566,27194,14485,37557,4028,14154,33048,21053,13761,8591,28466,11119,31017,21429,7151,15642,3931,9035,5642,24966,4472,7285,8287,16909,6284,19043,6612,11201,4807,4843,24212,8389,8382,7160,7281,17150,26204
288,23391,26698,14418,37528,3943,13930,32989,21009,13643,8502,28414,10957,30867,21315,7129,15614,3927,8924,5632,24536,4462,7281,8172,16864,6233,19035,6524,11161,4786,4819,24070,8352,8349,7112,7129,17003,26099
289,23098,26003,14354,37462,3925,13707,32654,20909,13540,8402,28150,10913,30746,21185,7025,15372,3911,8678,5623,24195,4231,7170,8061,16790,6200,18773,6511,11097,4767,4797,23773,8137,8206,7057,7084,16952,26081
290,23050,25323,13942,37257,3917,13635,32641,20901,13499,8265,28128,10887,30652,21069,7002,15333,3860,8640,5581,24191,4157,7134,8022,16249,6181,18471,6485,11069,4704,4796,23456,8091,7974,7047,7061,16889,26065
291,22590,25319,13846,37210,3895,13613,32219,20497,13384,8165,27890,10858,30457,20448,6945,15310,3817,8562,5566,23629,4133,7105,7959,15567,6177,18342,6473,10941,4663,4716,23120,8057,7963,6669,6953,16652,26033
292,22531,24950,13797,36241,3876,13470,32080,20421,13283,8158,27840,10623,29783,20369,6877,15165,3705,8490,5565,23317,4119,7036,7805,15129,5979,18322,6347,10933,4614,4676,22804,7945,7916,6650,6936,16574,25953
293,22487,24910,13756,35115,3744,13346,31545,19852,13247,8143,27623,10399,29582,19994,6851,14734,3695,8411,5557,23079,4111,6984,7764,15083,5937,17813,6342,10807,4585,4626,22195,7730,7848,6613,6830,16213,25879
294,22142,24888,13751,34766,3730,13139,31288,19675,13217,8143,27427,10363,29285,19812,6849,14592,3650,8409,5538,23056,4071,6943,7755,14889,5872,17769,6196,10774,4561,4614,22177,7709,7840,6462,6818,16135,25635
295,22040,24820,13215,34353,3726,13102,31238,19163,13065,8109,27325,10101,28429,19604,6843,14553,3627,8392,5463,23002,4032,6916,7627,14666,5806,17698,6172,10761,4542,4612,21947,7674,7819,6428,6720,15965,25404
296,21936,24765,12810,32237,3666,12951,30821,19024,13000,8088,27087,10100,28364,18897,6828,14430,3611,8390,5458,22767,4027,6910,7563,14665,5768,17674,6124,10707,4422,4599,21913,7572,7719,6222,6720,15918,25146
297,21657,24733,12614,31530,3656,12817,30584,18866,12989,8083,26982,10090,27987,18830,6828,14244,3570,8344,5306,22612,4019,6909,7330,14259,5669,17380,6120,10604,4386,4585,21871,7539,7706,6183,6642,15917,25131
298,21559,24393,12520,30627,3645,12704,30489,18649,12930,8072,26628,10073,27571,18805,6799,14046,3496,8336,5143,22607,3989,6897,7315,14077,5626,16983,5725,10499,4362,4585,21866,7490,7685,6142,6585,15892,24827
299,21206,24026,12439,30236,3615,12682,30455,18549,12838,7918,26485,9908,27369,18770,6654,13919,3397,8209,5099,22125,3980,6825,7069,14051,5595,16721,5700,10381,4351,4585,21460,7281,7658,6124,6553,15832,24764
300,21202,23701,12439,30052,3586,12467,30010,18441,12714,7831,26342,9807,27293,18654,6539,13889,3352,8015,4988,22106,3974,6809,7050,13888,5493,16666,5685,10374,4330,4562,21154,7273,7577,6058,6380,15171,24723
301,21101,23146,12420,29598,3581,12050,29943,18308,12712,7683,26317,9805,27054,18644,6510,13761,3346,7950,4967,22000,3964,6760,7020,13758,5476,16641,5675,10359,4325,4516,20909,7196,7529,5938,6329,15024,24354
302,20942,22978,12378,29536,3483,11961,29847,18285,12709,7658,26116,9738,26946,18568,6446,13703,3331,7854,4792,21801,3929,6755,6998,13691,5475,16354,5650,10239,4263,4491,20783,7146,7510,5922,6221,14975,24232
303,20883,22951,12359,29375,3460,11907,29791,18262,12694,7658,25840,9474,26894,18386,6368,13690,3275,7826,4784,20948,3929,6686,6966,13670,5475,16038,5553,10225,4262,4367,20723,7137,7491,5865,6164,14905,24203
304,20769,22487,12356,29288,3458,11905,29705,18145,12668,7626,25731,9242,26773,18353,6357,13322,3269,7822,4732,20893,3770,6665,6801,13567,5433,16036,5479,10197,4258,4338,20533,7092,7474,5856,6085,14873,24022
305,20439,22460,12141,28592,3443,11869,29483,18118,12654,7566,25620,9215,26739,18284,6315,13191,3259,7796,4717,20880,3701,6627,6713,13513,5332,15427,5455,10086,4224,4289,20432,7045,7464,5760,6003,14501,23792
306,20354,22458,12103,27861,3433,11454,28897,18009,12501,7535,25596,9012,26469,17766,6266,13177,3244,7632,4684,20713,3638,6489,6592,13393,5316,15375,5409,10063,4170,4278,20042,7000,7445,5579,5720,14423,23297
307,20335,22307,12096,27777,3372,11339,28784,17914,12486,7454,25558,8953,26447,17720,6205,12924,3172,7605,4662,20354,3632,6335,6556,13374,5212,15245,5342,10038,4097,4208,20010,6940,7384,5493,5566,14314,22807
308,20278,22246,12016,27716,3293,11331,28775,17871,12153,7281,25440,8940,26296,17249,6158,12705,3167,7422,4592,20161,3585,6328,6460,13362,5149,15092,5299,9993,4096,4169,19795,6916,7353,5364,5528,14235,22695
309,20066,21479,11900,27673,3262,11254,28731,17661,12101,7257,25343,8713,26257,17154,6147,12676,3142,7361,4585,20097,3584,6323,6458,13335,5118,15068,5192,9971,4084,4117,19652,6843,7241,5314,5526,14030,22685
310,19800,21275,11854,27587,3250,11111,28570,17512,11852,7233,25112,8629,26125,17151,6138,12626,3120,7322,4585,20035,3499,6287,6422,13269,5085,14926,5150,9959,4074,4106,19563,6827,7186,5300,5455,14016,22351
311,19421,20699,11833,27325,3207,11021,28419,17415,11722,7168,24930,8425,26002,16986,6138,12545,3099,7195,4523,19946,3391,6214,6374,13081,5057,14858,4849,9840,4030,4064,19474,6741,7148,5293,5394,13948,21736
312,19412,20688,11554,26423,3189,10954,28383,17233,11671,7059,24857,8381,25993,16889,6066,12507,3017,7175,4475,19757,3291,6166,6209,13071,5055,14831,4821,9839,4013,4051,19363,6674,7145,5262,5328,13777,21684
313,19268,20622,11514,26082,3058,10941,28371,17158,11629,7050,24684,8375,25788,16874,5861,12469,3004,7107,4442,19672,3197,6025,6175,12875,5054,14734,4796,9838,3995,4027,19350,6647,7049,5220,5286,13739,21181
314,19158,20518,11377,26038,3056,10708,28140,16881,11481,7011,24209,8135,25778,16871,5850,12351,2924,6991,4440,19399,3155,5966,6085,12748,5022,14661,4716,9547,3975,4010,19261,6502,6996,5178,5277,13708,20872
315,19003,20456,11285,25972,2999,10662,28118,16820,11332,6988,23983,8089,25612,16702,5848,12258,2868,6956,4421,18913,3154,5923,6080,12725,5017,14588,4715,9522,3925,4005,19163,6500,6938,5142,5225,13513,20790
316,18474,20201,11161,25630,2998,10653,27919,16668,11293,6960,23934,8047,25430,16383,5814,12209,2865,6946,4353,18747,3142,5883,6062,12679,5004,14561,4666,9463,3923,3978,19099,6487,6934,5102,5216,13488,20776
317,18088,20145,11063,25523,2932,10630,27843,16646,11267,6832,23913,8039,25247,16309,5729,12049,2840,6793,4344,18575,3073,5882,5931,12551,4865,14531,4626,9410,3912,3970,19074,6337,6921,5007,5175,13346,20396
318,17531,19585,11021,25430,2931,10627,27803,16574,11226,6684,23805,7871,25142,16060,5699,12009,2819,6718,4330,18542,3043,5840,5922,12446,4768,14495,4592,9400,3862,3953,19041,6280,6920,4935,5021,13302,20391
319,17523,19580,10973,25281,2907,10489,27781,16291,11214,6684,23722,7871,24987,15818,5652,11897,2769,6620,4278,18503,3043,5809,5851,12273,4766,14324,4586,9203,3857,3836,18919,6090,6886,4883,4992,13194,20388
320,17340,19562,10898,25220,2839,10446,27445,16290,11174,6651,23715,7855,24924,15453,5588,11702,2755,6516,4204,18434,2889,5741,5755,12133,4716,14146,4585,9170,3774,3768,18898,6006,6885,4779,4881,13152,20348
321,17337,19504,10832,25121,2805,10409,27278,16106,11097,6584,23661,7838,24923,15384,5559,11659,2674,6496,4181,18118,2840,5725,5644,12132,4705,14112,4539,9114,3693,3657,18895,5937,6765,4744,4849,13042,20203
322,17241,19326,10825,25101,2753,10389,26887,15647,10866,6561,23387,7831,23949,15190,5555,11475,2668,6359,4148,18010,2838,5660,5547,12008,4652,14012,4502,9082,3542,3645,18855,5873,6736,4733,4808,12903,20103
323,17048,19183,10684,24769,2737,10310,26495,15491,10845,6498,23204,7776,23833,15082,5490,11313,2665,6320,4080,17950,2836,5618,5415,12002,4603,14004,4494,9035,3530,3643,18207,5860,6727,4727,4787,12654,20046
324,17025,18995,10661,24340,2732,10137,26480,15449,10699,6488,23201,7701,23581,14870,5483,11291,2653,6319,4059,17439,2814,5593,5299,11844,4592,14001,4492,9022,3436,3629,18060,5853,6705,4682,4756,12498,19793
325,16907,18684,10660,23917,2632,10129,26171,14943,10462,6381,22943,7640,23536,14684,5335,11156,2623,6231,4028,17429,2699,5508,5237,11822,4587,13970,4488,9018,3411,3592,18008,5847,6657,4649,4750,12454,19756
326,16902,17946,10588,23817,2613,10121,26141,14904,10439,6345,22914,7519,23351,14649,5243,11135,2619,6185,3950,16957,2671,5430,4816,11722,4585,13885,4455,9008,3403,3590,17832,5811,6639,4614,4730,12407,19558
327,16855,17827,10437,23620,2598,9985,25492,14838,10368,6191,22603,7474,23342,14517,5230,11071,2512,6172,3948,16828,2640,5379,4774,11496,4580,13841,4454,8975,3378,3540,17831,5676,6635,4613,4696,12190,19554
328,16784,17450,10339,23317,2518,9984,25480,14834,10267,6189,22562,7455,23056,14496,5162,11065,2480,6159,3947,16299,2541,5338,4610,11259,4548,13438,4415,8880,3362,3462,17762,5639,6625,4585,4690,12094,19426
329,16703,17357,10260,23081,2484,9704,25325,14799,9790,6178,22325,7443,22820,14377,5064,11061,2465,6123,3851,16245,2540,5318,4592,11168,4534,13295,4375,8850,3296,3453,17550,5638,6578,4540,4657,12048,18511
330,16409,17267,10207,22853,2464,9651,25036,14797,9772,6113,22237,7422,22798,14277,4998,10976,2443,5996,3805,15997,2521,5285,4585,11164,4458,12914,4324,8687,3273,3436,17447,5561,6570,4522,4614,12027,18211
331,16368,17143,10196,22809,2435,9465,24972,14790,9693,6015,22212,7296,22586,14262,4983,10924,2441,5965,3766,15851,2514,5246,4534,11109,4405,12708,4323,8600,3237,3410,17426,5420,6545,4517,4585,11959,18111
332,16307,17132,10140,22434,2386,9346,24845,14741,9682,5969,21981,7203,22374,14103,4946,10607,2396,5948,3658,15841,2492,5239,4522,10955,4298,12588,4155,8563,3222,3336,17329,5360,6498,4516,4581,11876,18015
333,16098,17101,10134,22287,2356,9127,24813,14286,9650,5881,21824,7193,22288,13916,4922,10373,2370,5878,3610,15610,2480,5237,4494,10901,4280,12473,4151,8522,3189,3285,17225,5355,6495,4485,4534,11849,17570
334,16094,17051,10111,22203,2312,9111,24547,14270,9649,5795,21727,7186,21649,13707,4857,10044,2365,5827,3593,15608,2422,5084,4436,10890,4140,12131,4033,8500,3178,3240,17208,5309,6461,4401,4525,11716,17507
335,15722,16991,9990,21321,2290,9036,24532,14173,9621,5771,21606,7122,21575,13665,4851,9908,2343,5716,3593,15580,2241,5071,4335,10885,4062,11840,4009,8287,3167,3224,17101,5300,6361,4288,4494,11137,17165
336,15692,16859,9987,21229,2271,9031,24487,14040,9505,5714,21585,6935,21561,13538,4834,9851,2331,5698,3441,15556,2191,5054,4330,10742,4055,11806,3941,8282,3140,3180,17083,5236,6354,4192,4292,11123,17107
337,15562,16781,9949,21139,2225,8696,24353,13993,9482,5694,21554,6843,21545,13481,4797,9714,2269,5686,3412,15494,2183,5042,4267,10700,4012,11769,3912,8155,3119,3172,17048,5231,6349,4140,4272,10922,17065
338,15274,16638,9685,21089,2206,8610,24303,13715,9473,5678,21530,6825,21437,13460,4716,9540,2232,5677,3374,15236,2174,5009,4186,10681,4011,11686,3837,8153,3018,3156,16909,5169,6258,4120,4250,10872,16891
339,15143,16614,9619,21068,2154,8607,23883,13601,9321,5661,21380,6680,21424,13317,4629,9429,2202,5562,3351,15108,2132,4978,4124,10502,3989,11685,3797,8152,2992,3114,16808,5052,6223,4117,4217,10827,16733
340,15129,16200,9584,20896,2135,8455,23774,13447,9305,5601,21330,6652,21341,13292,4592,9208,2195,5558,3300,15055,2111,4962,4117,10475,3971,11534,3746,8149,2984,3002,16753,5020,6198,4073,4211,10632,16711
341,15071,16018,9563,20888,2129,8429,23671,13272,9241,5533,21233,6642,21020,13253,4587,9186,2151,5501,3268,15051,2096,4960,4098,10231,3968,11518,3707,8113,2945,2976,16697,4975,6159,4070,4195,10624,16697
342,14992,15697,9555,20828,2088,8409,23338,13237,9222,5524,20878,6541,20853,13226,4585,9124,2132,5501,3200,14833,2084,4936,4087,10169,3929,11163,3663,7966,2902,2880,16686,4892,6124,4062,4178,10533,16589
343,14932,15468,9541,20801,2041,8372,23320,12891,9093,5503,20794,6469,20608,13051,4566,9007,2105,5395,3189,14747,2060,4856,4084,10088,3910,11153,3645,7897,2850,2868,16667,4878,6118,4007,4171,10508,16536
