rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
238,30780,33167,18955,52502,4557,18503,46095,24643,20060,11529,37826,14487,39062,27756,10561,20830,4585,12424,6715,36001,5733,8549,12448,23754,8874,24757,8865,14573,6412,6855,35517,12303,12190,9381,11125,24976,35101
239,30263,32948,18180,52131,4426,18133,45819,24366,19991,11269,37767,14301,38633,27320,10494,20777,4585,12380,6664,35997,5718,8476,12238,22922,8834,24676,8663,14410,6209,6749,35201,12210,12148,9330,11015,24858,35090
240,29627,32696,18087,51922,4399,17562,44833,24339,19779,10755,37621,14301,38407,26346,10322,20700,4585,12351,6659,35715,5547,8456,11940,22710,8628,23936,8634,14390,6069,6668,34947,12143,12067,9245,10919,24412,34740
241,29471,32284,17970,51896,4376,17561,44639,24282,19770,10701,37293,14283,37515,26086,10305,20574,4478,12162,6618,35460,5492,8312,11665,22248,8565,23372,8607,14271,6069,6639,33102,12058,11902,9230,10704,24269,34309
242,28350,32204,17891,51873,4373,17338,44107,24239,19737,10483,36377,14183,37369,25945,10257,20561,4242,12124,6559,35236,5428,8195,11308,22078,8535,23138,8589,14224,5858,6636,32863,11881,11814,9021,10488,24215,33999
243,28108,32147,17875,51099,4355,17284,43454,23701,19575,10448,36358,14157,37167,25828,10219,20414,4229,12109,6546,34957,5284,8156,11272,21973,8500,22881,8586,14162,5849,6454,32286,11722,11752,8892,10369,24042,33052
244,27604,31869,17865,50317,4347,17076,42946,23359,19105,10088,35905,13637,36470,25673,10219,20045,4185,12069,6495,34799,5241,8075,10742,21959,8484,22819,8554,13527,5779,6227,31411,11701,11605,8652,10358,23870,32974
245,27386,31765,17739,47361,4274,16909,42829,23282,18542,10069,34735,13582,36307,25588,10179,19985,4123,11864,6394,34128,5210,7935,10652,21940,8309,22737,8515,13482,5762,6111,30994,11639,11274,8402,10174,23749,32883
246,27353,31763,17597,46961,4245,16905,42696,23022,18338,10028,34608,13545,36175,25398,9973,19890,4057,11840,6259,33689,5157,7736,10647,21297,8062,22202,8455,13410,5535,6030,30197,11556,11257,8373,9970,23607,32439
247,26979,31749,17474,46040,4225,16787,41925,23019,18320,9745,34229,13497,35785,25360,9702,19122,3883,11785,6244,33506,5093,7619,10539,21235,8039,22126,8402,13160,5462,5937,29937,11290,10801,8280,9539,23602,32122
248,26923,31351,17415,45980,4219,16510,41742,22882,18037,9553,33403,13332,35629,25069,9482,19098,3876,11725,6146,33440,5069,7477,10366,21079,7944,22107,8402,13086,5311,5901,29439,10680,10759,8145,9533,23341,32031
249,26830,30466,17399,45102,4146,16354,41600,22763,17952,9439,33241,13274,35407,24979,9247,18999,3817,11380,6073,32191,4981,7372,10364,20520,7761,21774,8212,12922,5253,5880,29277,10540,10649,8143,8974,22513,31836
250,26684,30315,17334,44884,4138,16127,41566,22752,17334,9313,33227,13073,34543,24758,9070,18647,3673,11378,6013,32171,4963,7348,10162,20509,7737,21749,8010,12911,5243,5855,28957,10350,10647,8133,8856,22486,31522
251,26424,30259,17052,44172,4134,16115,41020,22457,17279,9279,33198,12513,34378,24635,8971,18425,3662,10990,5953,31089,4959,7285,10156,20278,7682,21659,7985,12902,5209,5766,28610,10231,10467,7890,8854,22211,30979
252,26395,30112,16969,42665,4124,16096,39976,22399,17208,9267,32513,12304,34072,24207,8904,18333,3611,10982,5947,30035,4949,7283,10123,19466,7483,20645,7639,12897,5076,5701,28410,10215,10168,7863,8807,22031,30507
253,26376,30102,16682,42347,4100,15978,39405,22099,17205,9210,32431,12244,33306,24176,8327,18171,3593,10976,5775,27542,4930,7266,10039,19329,7416,20526,7556,12827,4999,5669,28107,10128,10156,7695,8710,21010,30145
254,26041,30029,16680,41236,4089,15952,38686,22004,17188,9133,32073,11980,33014,24115,8240,18117,3570,10936,5716,27510,4850,7239,9996,19087,7414,20340,7354,12768,4911,5606,27250,9991,10130,7401,8601,20722,29863
255,26034,30024,16540,40531,4078,15948,38567,21958,16835,9118,31347,11910,32869,24076,8031,18102,3507,10920,5698,27243,4752,7105,9980,18913,7180,20272,7324,12585,4871,5549,26575,9779,10101,7364,8546,20634,28404
256,25419,29881,16376,40034,4074,15786,38169,21915,16715,9006,31131,11705,32214,23957,7965,17394,3496,10611,5695,27242,4744,7073,9611,18794,7152,19661,7242,12394,4819,5489,26557,9657,10074,7191,8500,20335,28267
257,25043,29685,16041,38899,4028,15768,37953,21839,16636,8902,30263,11668,32178,23449,7699,16854,3449,10182,5672,26667,4733,7036,9582,18547,6969,19639,7170,12356,4807,5462,26416,9499,9871,7142,8382,20281,28201
258,24978,29627,15922,38222,3917,15552,37536,21218,16159,8822,29735,11542,32106,23009,7626,16499,3390,10151,5632,26341,4713,6955,9526,18540,6945,19601,7103,12301,4784,5334,26180,9473,9792,7057,8302,19659,28143
259,24798,29521,15858,38188,3744,14763,36268,20701,15955,8661,29629,11408,31790,22767,7623,16214,3373,10019,5607,25313,4669,6943,9177,18285,6748,19521,7020,12284,4780,5206,25682,9333,9610,7047,8298,19615,27447
260,24795,29323,15608,37849,3740,14703,35613,20497,15919,8646,29138,11263,30565,22656,7376,16168,3365,9558,5581,25141,4643,6918,9176,17980,6748,19226,7012,12171,4761,5193,25574,9213,9170,7021,8271,19046,27346
261,24781,27664,15510,37712,3726,14640,34645,20467,15781,8591,29122,11258,29730,22518,7256,16130,3352,9482,5566,24669,4641,6897,9011,17918,6739,19035,6859,12160,4622,5080,24261,9138,9074,7020,8261,18950,27278
262,24519,27502,15427,37678,3717,14594,34190,19675,15742,8502,28990,11185,29263,21933,7219,15885,3346,9325,5446,24440,4592,6865,8969,17678,6539,19024,6795,11988,4621,5048,24212,9136,9008,6998,8230,18880,27137
263,24081,27182,15414,37462,3705,14489,33839,19182,15586,8402,28894,10913,29238,21909,7189,15880,3295,9116,5357,24333,4585,6809,8796,17560,6362,18933,6785,11740,4614,5040,23987,9089,8854,6914,8091,18399,26615
264,24081,27005,14976,37240,3683,14387,32703,18805,15536,8265,28675,10856,28489,21429,7172,15857,3244,9108,5306,24195,4446,6760,8642,17378,6338,18765,6782,11732,4614,4924,23636,8947,8738,6722,8081,18121,26099
265,24014,26971,14916,37210,3666,14286,32652,18742,15345,8158,28652,10835,28437,21367,7151,15832,3172,9097,5288,24161,4431,6755,8537,17144,6303,18475,6637,11641,4613,4843,23588,8856,8677,6650,7911,17982,26033
266,23600,26674,14896,36902,3645,14235,32641,18728,14983,8146,28643,10617,27575,21309,7129,15685,3169,8603,5244,23878,4419,6686,8498,17063,6284,18471,6612,11524,4585,4842,23549,8727,8517,6613,7866,17816,25879
267,23566,26381,14547,36334,3615,13783,31670,18506,14637,8083,28519,10506,27469,20564,7025,15642,3167,8516,5224,23757,4405,6631,8399,17027,6200,18231,6473,11257,4539,4799,23258,8690,8494,6608,7498,17632,25443
268,23050,26003,14418,35872,3581,13734,31655,18489,14374,7976,28128,10491,27275,20474,6985,15292,3142,8490,5186,23505,4350,6627,8348,16859,6173,18220,6423,11207,4450,4743,23204,8389,8382,6590,7465,17543,24819
269,22548,25607,14070,35871,3460,13589,31429,18264,14179,7933,27823,10491,27200,20438,6849,14788,3099,8390,5073,23299,4335,6578,7964,16658,6007,18119,6420,11201,4436,4716,23196,8368,7927,6545,7436,17501,24777
270,22487,25319,13985,35050,3458,13346,31288,18262,14163,7831,27619,10474,27025,19812,6844,14691,3048,8344,5021,23079,4326,6497,7959,16576,5896,18118,6287,11172,4397,4614,23073,7944,7848,6477,7421,17234,24723
271,22113,24950,13909,33838,3447,13202,31238,18118,13812,7755,27408,10423,26951,19510,6832,14676,3031,8320,5012,22871,4134,6489,7805,16149,5806,17698,6124,11161,4386,4610,21947,7678,7819,6462,7418,16952,24252
272,22060,24796,13420,31094,3443,13076,30940,18010,13587,7750,27087,10399,26739,19280,6830,13652,3028,8276,4759,22251,4133,6476,7765,16099,5732,17674,5895,11097,4351,4585,21871,7674,7687,6423,7365,16915,24203
273,22014,24733,13382,30730,3425,12953,30805,18009,13507,7719,26890,10363,26555,18897,6799,13457,3017,8113,4757,22000,4127,6365,7764,15097,5638,17651,5894,10707,4325,4585,21866,7490,7685,6391,7129,16664,24185
274,21936,24626,13321,30415,3424,12951,30516,17935,13499,7683,26703,10289,25914,18830,6725,13406,2924,8076,4753,21957,4087,6335,7755,15083,5595,17329,5877,10437,4263,4585,21475,7485,7665,6257,7055,16412,24092
275,21792,24499,13215,30236,3298,12651,30252,17919,13401,7658,26628,10258,25705,18790,6654,13271,2918,8015,4732,21683,4078,6287,7677,14474,5534,17047,5741,10410,4224,4552,21154,7273,7657,6222,6953,16242,23712
276,21101,24393,13101,29598,3293,12564,30105,17914,13169,7566,26317,10101,25677,18654,6626,13158,2840,7952,4707,21679,4071,6160,7623,14335,5493,16199,5715,10240,4213,4525,21034,7244,7529,6142,6936,15956,23657
277,21032,23146,12944,29557,3256,12467,30062,17813,13065,7454,26133,10100,25430,18644,6625,13028,2818,7793,4677,21428,4027,6077,7431,13882,5476,16127,5675,10239,4172,4491,20835,7218,7474,6124,6830,15841,23332
278,20883,22951,12901,29536,3067,12146,29992,17782,12989,7303,25952,10090,25245,18568,6516,12783,2784,7711,4662,20948,4019,6020,7315,13881,5475,16055,5628,10225,4164,4276,20790,7204,7445,6102,6739,15396,23297
279,20841,22460,12810,29375,2998,12079,29806,17749,12930,7257,25840,10073,25142,18506,6474,12670,2769,7685,4592,20035,3974,5966,7115,13721,5448,16035,5553,10162,4161,4208,20723,7146,7333,6049,6730,15171,23297
280,20769,22404,12439,29263,2932,11905,29769,17661,12714,7183,25366,10053,24998,18386,6368,12626,2755,7605,4585,19959,3929,5882,7069,13660,5433,15903,5527,9959,4096,4169,20625,7137,7244,5942,6585,15024,22770
281,20669,21411,12420,29202,2931,11741,29697,17640,12712,7168,25343,9908,24987,18357,6350,12585,2665,7347,4585,19757,3866,5863,6801,13384,5332,15667,5455,9838,4059,4117,20602,6962,7173,5938,6555,14975,22695
282,20437,21007,12376,28763,2927,11644,29085,17512,12668,7135,25008,9905,24923,17963,6315,12469,2654,7322,4553,19750,3855,5737,6799,13354,5182,15504,5299,9685,3980,4106,20518,6853,6964,5865,6467,14953,22685
283,20354,20706,12359,28592,2839,11517,28591,17510,12658,7124,24684,9805,24914,17766,6117,12414,2653,7117,4525,19736,3847,5660,6758,13253,5118,15427,5297,9589,3923,4070,20418,6843,6936,5856,6152,14886,22351
284,20335,20699,12145,28070,2804,11454,28419,17451,12654,7050,24678,9738,24814,17578,6024,12329,2638,7107,4523,19543,3701,5657,6713,13119,5055,15245,5257,9547,3858,4064,20249,6827,6920,5848,6085,14873,22073
285,20066,20456,12141,27716,2759,11254,28215,17233,12486,6988,24658,9652,24663,17392,5885,12258,2623,6956,4475,19399,3632,5649,6458,13050,5022,15228,5147,9522,3857,3983,20211,6741,6846,5828,5810,14734,21482
286,20038,20164,12133,27671,2746,11175,28140,16820,12209,6965,24455,9310,24639,17148,5861,12209,2593,6947,4442,19266,3595,5601,6416,12775,5004,15181,5106,9463,3855,3953,20073,6717,6801,5760,5528,14603,21319
287,19825,19580,12096,27355,2739,11027,28062,16621,12101,6948,24403,9012,24584,17017,5850,12192,2512,6946,4440,19108,3584,5508,6389,12748,4993,14926,5025,9406,3852,3922,20042,6674,6765,5692,5526,14501,21244
288,19800,19290,12068,26883,2737,11021,27919,16290,11964,6928,24359,8947,24555,16808,5848,12093,2512,6927,4332,19031,3538,5486,6303,12725,4931,14606,5010,9287,3774,3914,19563,6542,6736,5666,5485,14358,20872
289,19268,19183,12016,26381,2733,10954,27801,16255,11946,6911,24209,8920,24254,16613,5814,12018,2504,6843,4263,18931,3456,5430,6292,12679,4920,14429,4964,9170,3764,3860,19505,6502,6705,5599,5463,14333,20391
290,19158,19086,11833,26082,2732,10941,27781,15760,11854,6777,23972,8629,23949,16591,5600,11978,2480,6793,4260,18698,3430,5374,6250,12679,4852,14324,4912,9129,3706,3802,19399,6500,6663,5493,5455,14325,20348
291,19134,18849,11554,25220,2732,10892,27721,15711,11735,6684,23950,8605,23933,16524,5599,11942,2465,6788,4204,18575,3391,5363,6085,12488,4766,14267,4877,9035,3693,3786,19163,6482,6639,5300,5445,14314,20203
292,19040,18824,11514,25101,2695,10864,27465,15658,11671,6572,23722,8587,23833,16478,5490,11930,2420,6469,4148,18434,3350,5359,6080,12478,4737,14250,4840,9022,3673,3777,19030,6392,6625,5262,5216,14277,20103
293,19003,18783,11461,24419,2666,10630,27339,15608,11540,6552,23715,8375,23663,16060,5446,11897,2396,6320,3970,18118,3291,5291,6062,12446,4716,14211,4821,9008,3577,3768,18919,6355,6616,5220,5175,14265,19756
294,18952,18780,11377,24379,2628,10512,27216,15597,11350,6497,23541,8226,23556,16054,5311,11853,2387,6276,3948,17751,3253,5285,6054,12234,4661,14112,4749,8961,3513,3677,18898,6340,6578,4854,5103,14112,19731
295,18812,18509,11190,23901,2598,10489,26697,15519,11272,6457,23520,8159,23544,15839,5290,11702,2370,6231,3947,17684,3181,5239,6020,12142,4652,14012,4716,8959,3477,3648,18667,6337,6552,4793,4992,14030,19554
296,18489,17827,11180,23745,2598,10466,26697,15491,11224,6403,23447,8135,23351,15818,5253,11663,2365,6172,3934,17621,3155,5237,5931,12063,4603,13919,4645,8919,3436,3645,18665,6246,6545,4779,4991,13948,19430
297,18089,17714,11053,23615,2557,10409,26480,15482,11214,6381,23078,8089,23072,15799,5253,11520,2354,6159,3798,17553,3154,5227,5884,12044,4592,13885,4599,8862,3411,3643,18480,6148,6498,4733,4938,13708,19223
298,17670,17706,10917,23533,2486,10311,26171,15001,11206,6345,22874,8039,23065,15732,5243,11497,2331,6011,3776,17409,3142,5194,5760,11948,4587,13841,4592,8855,3372,3626,18461,6125,6437,4704,4934,13560,19180
299,17656,17664,10898,23303,2484,10310,25671,14943,11126,6218,22828,7776,22849,15574,5230,11156,2305,5965,3707,17314,3073,5171,5724,11811,4585,13789,4586,8850,3342,3606,18434,6101,6361,4649,4849,13509,19044
300,17531,17452,10832,23083,2484,10121,25394,14904,11069,6189,22515,7749,22798,15541,5145,11070,2299,5950,3705,17093,3043,5160,5526,11680,4457,13783,4585,8826,3297,3590,18096,6090,6349,4614,4808,13449,18914
301,17340,17143,10797,22853,2464,10094,25142,14838,10714,6020,22405,7701,22548,15264,5120,10763,2265,5948,3646,16567,2919,5084,5445,11658,4430,13688,4538,8590,3296,3540,17831,5871,6258,4585,4787,13414,18822
302,17101,17132,10688,22817,2456,10047,25036,14753,10699,6015,22325,7474,22357,15082,5099,10758,2229,5895,3506,16302,2840,5071,5415,11570,4388,13559,4525,8505,3289,3501,17730,5860,6251,4517,4756,13367,18591
303,16969,17095,10664,22797,2386,9921,24813,14741,10657,5962,22211,7467,22204,14517,5020,10505,2213,5861,3428,16216,2836,5009,5320,11472,4379,13522,4488,8463,3224,3471,17550,5727,6210,4436,4690,13194,18552
304,16855,17051,10661,22474,2349,9745,24465,14342,10636,5881,22194,7443,22081,14496,4998,10365,2195,5825,3374,16171,2814,4962,5299,11458,4331,13438,4455,8287,3222,3462,17426,5441,6159,4321,4657,13042,18306
305,16784,17047,10660,22434,2349,9663,23937,14286,10523,5847,22085,7389,21545,14352,4983,10155,2089,5741,3299,15841,2749,4936,5237,11399,4298,13318,4454,8169,3190,3408,17252,5355,6118,4296,4620,12989,18015
306,16422,16978,10655,22296,2335,9311,23834,14206,10382,5795,21981,7307,21545,14262,4946,10044,2075,5698,3261,15777,2744,4856,5229,11388,4277,13164,4409,8153,3178,3380,17208,5355,6047,4288,4614,12881,17954
307,16404,16812,10557,22203,2330,9268,23774,14173,10274,5771,21891,7296,21424,14092,4922,9902,2065,5686,3228,15610,2721,4766,5221,11259,4221,13033,4408,8149,3119,3350,17083,5296,6039,4269,4586,12407,17570
308,16171,16592,10437,21839,2290,9262,23538,14100,10101,5728,21723,7274,21375,13707,4916,9851,2063,5580,3189,15608,2709,4743,4816,11168,4214,12951,4375,7897,3092,3336,17048,5253,6037,4159,4585,12361,17269
309,16119,16310,10420,21746,2290,9233,23338,14040,10017,5714,21585,7203,21341,13695,4892,9633,2058,5501,3180,15598,2671,4718,4682,11164,4202,12773,4375,7873,3073,3320,16753,5169,5963,4136,4541,12197,17132
310,15846,16182,10339,21738,2253,9077,23124,13838,9772,5678,21330,7176,21077,13665,4851,9626,2054,5455,3147,15301,2521,4711,4592,11125,4125,12708,4324,7819,3067,3298,16706,5056,5922,4117,4534,12133,17018
311,15722,16155,10260,21602,2206,8998,23073,13713,9687,5661,21233,7122,21020,13598,4716,9621,2040,5429,3080,15217,2514,4674,4591,11072,4048,12588,4323,7723,3025,3288,16491,5052,5911,4085,4529,12020,16891
312,15540,16062,10196,21542,2177,8949,22793,13587,9601,5646,21228,7039,20973,13443,4645,9621,2033,5422,3045,15145,2480,4596,4585,10885,4020,12358,4155,7718,3018,3285,16477,5026,5875,4068,4525,11955,16711
313,15378,16018,10140,21321,2143,8918,22737,12872,9552,5528,21216,6958,20920,13317,4592,9540,2000,5407,3034,15131,2422,4592,4559,10768,4011,12179,3966,7652,2992,3265,16364,4975,5808,4062,4480,11862,16699
314,15274,15957,10134,21229,2129,8870,22689,12732,9473,5524,21175,6935,20824,13253,4587,9268,1962,5381,3018,14832,2286,4585,4534,10742,3872,12049,3959,7565,2984,3180,15993,4864,5806,4039,4369,11546,16536
315,15129,15849,10132,21139,2088,8615,22662,12712,9381,5440,20874,6876,20556,13122,4585,9208,1878,5363,3010,14480,2233,4585,4436,10700,3793,11769,3950,7508,2945,3172,15980,4861,5780,3897,4227,11322,16356
316,15071,15697,10025,21079,2088,8610,22452,12674,9321,5347,20419,6825,20332,13115,4571,9198,1854,5303,2977,14283,2225,4545,4335,10610,3759,11686,3941,7438,2902,3156,15959,4847,5714,3834,4211,11181,16202
317,14932,15506,9705,20975,2059,8499,22408,12424,9264,5338,20172,6642,19711,13088,4566,9188,1849,5298,2973,14279,2183,4526,4335,10570,3754,11658,3916,7364,2850,2972,15888,4820,5679,3830,4152,11137,16090
318,14906,15468,9584,20966,2017,8372,22318,12372,9211,5283,20138,6629,19444,13032,4429,9082,1836,5272,2967,14274,2174,4511,4236,10422,3748,11534,3891,7021,2847,2871,15707,4807,5606,3785,4095,11131,15860
319,14826,15299,9563,20828,1943,8291,21857,12253,9139,5237,20099,6569,19270,13023,4428,9025,1802,5249,2842,14146,2146,4499,4117,10416,3672,11518,3849,7014,2823,2862,15577,4756,5521,3750,4033,10632,15756
320,14804,15299,9517,20801,1920,8125,21570,12236,9010,5187,19939,6469,19166,12860,4366,9005,1742,5206,2785,14128,2135,4446,4113,10369,3665,11281,3746,6941,2785,2839,15446,4756,5506,3650,3976,10516,15710
321,14718,15110,9399,20728,1918,8073,21055,12187,8953,5173,19867,6338,18909,12848,4340,8944,1738,5073,2783,14050,2117,4410,4084,10091,3619,11277,3708,6829,2771,2821,15127,4670,5479,3598,3961,10462,15621
322,14618,14996,9371,20691,1914,8041,20915,12008,8930,5164,19763,6315,18810,12842,4338,8875,1707,4932,2721,13971,2111,4280,4028,9946,3599,11160,3681,6820,2762,2676,14847,4657,5476,3596,3960,10140,14959
323,14565,14883,9321,20426,1909,8013,20660,11943,8893,5129,19730,6156,18778,12782,4321,8853,1701,4911,2719,13928,2086,4278,3974,9920,3547,10818,3663,6818,2714,2663,14840,4585,5434,3529,3919,10134,14892
324,14270,14872,9312,19874,1820,7989,20541,11753,8880,5065,19716,6122,18756,12735,4305,8844,1701,4874,2648,13816,2060,4271,3870,9866,3537,10784,3597,6801,2678,2631,14754,4585,5413,3482,3915,10118,14763
325,14063,14868,9302,19829,1809,7811,20466,11545,8870,5061,19584,5996,18460,12706,4296,8822,1686,4767,2628,13727,2015,4168,3850,9822,3421,10711,3557,6792,2640,2613,14161,4585,5410,3453,3834,10051,14619
326,14054,14282,9144,19781,1804,7660,20383,11497,8862,5015,19426,5900,18276,12460,4203,8709,1602,4716,2600,13710,1998,4157,3845,9821,3421,10613,3537,6788,2623,2591,14008,4580,5294,3405,3817,9911,14536
327,14018,14274,9143,19732,1761,7514,20137,11249,8843,4861,19286,5894,18247,12243,4201,8622,1568,4713,2575,13545,1991,4074,3778,9793,3405,10562,3407,6702,2597,2558,13948,4578,5250,3355,3810,9877,14528
328,13817,14196,9055,19319,1752,7445,19871,11133,8804,4852,19046,5879,17993,11990,4191,8544,1530,4700,2469,13513,1989,4049,3774,9752,3350,10442,3226,6648,2592,2551,13865,4574,5238,3316,3724,9860,14363
329,13683,14139,9052,19284,1741,7423,19790,11054,8518,4848,19033,5868,17957,11976,4154,8495,1527,4674,2431,13502,1925,3974,3644,9739,3324,10192,3220,6617,2590,2521,13858,4541,5160,3314,3723,9753,14302
330,13333,14062,9000,19191,1738,7284,19732,11030,8237,4817,19032,5863,17734,11875,4145,8247,1495,4646,2385,13460,1912,3962,3626,9645,3319,10189,3021,6522,2583,2517,13824,4529,5103,3305,3711,9468,14295
331,13055,13962,8919,19186,1727,7180,19460,10951,8204,4768,18893,5719,17664,11860,4136,8171,1486,4637,2369,13261,1888,3958,3580,9626,3280,10123,2875,6481,2575,2515,13685,4524,4991,3304,3678,9380,14274
332,12940,13725,8882,19150,1708,7158,19360,10946,8195,4752,18878,5693,17333,11834,4134,8152,1452,4592,2362,13260,1887,3947,3550,9567,3244,10007,2852,6329,2570,2514,13674,4447,4896,3290,3598,9370,14208
333,12933,13600,8872,18512,1696,7150,19242,10820,8101,4751,18706,5674,17142,11667,4121,8083,1437,4585,2339,13202,1844,3938,3532,9541,3243,9895,2848,6328,2528,2486,13673,4427,4866,3258,3576,9326,14099
334,12375,13503,8747,18400,1682,7114,19224,10817,7963,4716,18689,5558,17023,11590,4075,8081,1377,4585,2334,13168,1806,3876,3532,9474,3217,9768,2843,6296,2527,2362,13401,4366,4772,3233,3485,9159,13917
335,12159,13472,8730,18191,1682,6934,19064,10720,7835,4599,18570,5557,16833,11266,4073,8018,1366,4581,2334,13032,1791,3871,3489,9382,3191,9642,2838,6210,2519,2349,13318,4360,4697,3188,3477,9055,13913
336,11953,13424,8296,18158,1651,6886,18913,10674,7830,4585,18308,5552,16786,11222,4003,8004,1349,4564,2332,12933,1786,3826,3467,9275,3165,9592,2825,6201,2519,2309,13317,4322,4691,3186,3469,8974,13737
337,11778,13365,8258,18141,1650,6846,18877,10662,7780,4563,18154,5382,16785,10960,3990,8001,1326,4563,2258,12898,1783,3726,3458,9270,3140,9557,2822,5965,2484,2303,13028,4314,4645,3154,3434,8965,13697
338,11624,13165,8255,17996,1649,6808,18418,10649,7711,4495,17867,5341,16747,10860,3983,7924,1323,4436,2224,12782,1747,3638,3454,9214,3095,9553,2811,5884,2484,2297,13011,4292,4645,3145,3427,8913,13646
339,11507,13133,8105,17820,1642,6765,18109,10630,7708,4386,17837,5250,16591,10737,3972,7923,1310,4422,2208,12554,1707,3637,3453,9171,3088,9503,2676,5809,2471,2275,12959,4279,4632,3118,3403,8861,13492
340,11491,13114,8058,17778,1624,6762,18091,10516,7696,4362,17576,5236,16554,10556,3938,7712,1225,4413,2192,12429,1662,3620,3446,9151,3074,9257,2651,5780,2460,2245,12816,4276,4621,3086,3392,8695,13243
341,11368,13080,7850,17763,1606,6739,17679,10508,7629,4349,17512,5164,16499,10508,3922,7620,1222,4370,2177,12399,1644,3615,3419,8998,3072,9247,2650,5717,2431,2225,12752,4255,4591,3002,3384,8668,13225
342,11185,12706,7803,17575,1572,6684,17626,10431,7620,4213,17130,5071,16365,10461,3887,7582,1199,4228,2145,12309,1613,3583,3388,8998,3022,9215,2638,5694,2308,2223,12664,4226,4585,2997,3380,8661,13192
343,11137,12451,7791,17523,1549,6610,17177,10371,7543,4176,17080,5061,16357,10395,3823,7561,1196,4212,2123,12021,1601,3549,3369,8926,2988,9064,2628,5639,2305,2221,12484,4174,4568,2899,3330,8543,13183
344,11051,12339,7604,17391,1523,6579,17155,10168,7415,4130,17033,5046,16340,10378,3719,7506,1183,4154,2106,11970,1542,3535,3368,8876,2973,9038,2621,5637,2218,2170,12400,4154,4520,2899,3271,8528,13157
345,10993,12330,7351,17325,1519,6563,17141,10048,7374,4120,17027,5039,16195,10346,3687,7470,1176,4148,2097,11881,1508,3532,3340,8840,2841,8987,2614,5618,2186,2153,12395,4071,4509,2897,3265,8517,13093
346,10912,12303,7344,17212,1418,6560,17113,9992,7324,4108,16921,5035,16072,10344,3593,7465,1162,4127,2034,11866,1500,3526,3264,8808,2832,8838,2565,5607,2142,2083,12374,4040,4476,2730,3132,8513,13091
347,10875,12275,7296,16774,1375,6386,16977,9937,7314,4007,16635,4934,15719,10341,3582,7402,1162,4014,2024,11820,1487,3515,3255,8680,2709,8678,2546,5598,2141,2078,12363,4028,4435,2654,3131,8340,12946
348,10808,12223,7195,16705,1373,6353,16915,9877,7242,3974,16613,4905,15711,10265,3580,7334,1161,4001,2019,11758,1481,3506,3215,8669,2703,8638,2539,5566,2094,2058,12354,4013,4431,2628,3050,8332,12896
349,10689,12201,7015,16649,1357,6259,16909,9802,7231,3958,16494,4783,15632,10257,3483,7279,1156,3978,2015,11737,1472,3487,3211,8546,2700,8525,2537,5542,2089,2011,12294,3981,4419,2619,3016,8260,12859
350,10495,12114,6991,16455,1351,6243,16840,9796,7186,3957,16364,4774,15399,10072,3462,7253,1108,3974,1989,11661,1467,3479,3181,8480,2668,8428,2411,5424,2037,1987,12229,3981,4401,2619,3012,8256,12807
351,10438,12079,6959,16161,1351,6209,16672,9507,7141,3890,16294,4716,15283,10071,3414,7222,1103,3973,1983,11581,1453,3463,3151,8415,2626,8329,2393,5412,2008,1960,12102,3936,4374,2610,2998,8138,12758
352,10398,11872,6813,15980,1339,6169,16604,9389,7114,3876,16239,4704,15093,10057,3384,7140,1100,3931,1966,11546,1448,3458,3144,8329,2600,8286,2391,5407,2001,1938,12005,3867,4351,2603,2990,8116,12423
353,10373,11782,6767,15948,1329,6132,16481,9384,7104,3837,16212,4694,14957,9902,3256,7138,1083,3896,1936,11529,1440,3423,3124,8298,2585,8210,2384,5386,1981,1930,11879,3862,4316,2558,2978,8110,12336
354,10326,11770,6749,15922,1317,6077,16392,9350,7031,3828,16008,4673,14704,9880,3255,7089,1034,3873,1924,11509,1438,3388,3107,8155,2560,8200,2373,5355,1969,1919,11754,3725,4271,2551,2953,8048,12246
355,10297,11630,6597,15878,1311,6037,16243,9331,7025,3782,15866,4620,14229,9729,3238,7028,1029,3844,1922,11329,1436,3382,3058,8060,2519,8160,2365,5316,1955,1911,11700,3705,4230,2526,2901,7939,12181
356,10262,11601,6556,15390,1298,5993,16155,9312,7003,3757,15866,4585,14118,9671,3221,6969,1026,3842,1903,11316,1433,3365,3048,8036,2516,8139,2361,5182,1943,1851,11678,3654,4218,2517,2894,7783,12162
357,10160,11593,6466,15244,1297,5927,16097,9219,6928,3745,15691,4585,14117,9626,3161,6925,1022,3833,1888,11219,1398,3329,3045,8014,2512,8124,2264,5175,1901,1813,11641,3653,4181,2501,2888,7767,11730
358,10142,11547,6461,15157,1281,5899,16006,9161,6863,3734,15684,4585,13950,9595,3125,6792,1011,3833,1862,11129,1390,3256,2959,7890,2512,8013,2214,5135,1894,1784,11600,3646,4166,2467,2862,7745,11553
359,9947,11419,6454,15126,1267,5860,15759,9074,6784,3700,15524,4585,13754,9573,3109,6637,999,3785,1862,11112,1378,3225,2956,7850,2505,7903,2199,5109,1872,1753,11560,3637,4146,2465,2824,7706,11509
