rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
181,2499699,2477346,2575525,4136938,2892915,2307704,3161561,2440567,2667451,2214435,3945590,2476926,4558627,2235899,2242577,2405216,1977581,2281739,2299180,4082246,1602018,2176251,2155436,2325718,2131288,2286364,2416278,1964628,2791078,2009715,2384885,2233278,2260268,2300217,2384550,4943474,2067958
182,2492697,2476937,2570858,4134940,2891719,2306609,3160588,2439582,2666961,2208385,3945589,2473746,4558458,2234473,2242241,2404937,1976312,2273834,2298815,4074855,1601580,2175878,2154874,2324830,2129572,2284038,2416130,1964210,2789759,2009414,2383807,2233181,2258829,2299455,2384051,4941658,2065348
183,2492684,2476219,2563214,4134505,2891115,2306372,3160383,2438459,2663848,2205486,3930705,2473242,4556041,2233417,2240104,2403421,1972420,2271977,2297503,4073359,1600000,2175347,2152074,2323947,2129485,2281023,2414922,1963832,2789216,2009336,2381440,2233076,2256210,2297321,2382299,4939627,2065221
184,2491601,2475400,2563183,4133911,2886744,2305863,3159607,2438062,2663354,2205260,3928775,2472826,4554664,2233397,2234051,2402883,1971844,2271516,2294825,4069658,1597656,2174822,2151372,2323654,2129121,2277697,2409405,1961795,2785422,2009277,2380216,2231767,2252933,2296844,2374349,4937818,2061926
185,2491413,2463342,2560640,4131092,2882950,2303928,3157772,2431072,2661688,2204275,3927476,2471733,4554070,2231326,2226614,2396920,1969707,2269011,2293803,4068679,1596409,2173924,2147241,2323077,2125587,2275125,2403123,1958502,2784537,2008680,2378563,2228816,2252674,2295339,2371516,4934800,2061581
186,2489276,2462518,2551261,4129426,2882221,2302869,3157532,2429078,2659046,2202647,3921540,2469578,4549736,2225049,2224775,2394508,1969349,2266594,2290203,4063993,1594103,2172334,2141931,2321304,2125543,2273705,2402712,1955156,2782348,2008324,2371577,2225822,2251683,2294711,2368241,4931066,2059598
187,2488008,2460393,2551023,4127153,2877223,2302450,3157218,2428595,2658361,2202308,3917354,2469204,4546566,2220498,2222372,2390260,1967147,2263671,2285188,4061459,1591852,2170395,2139337,2321164,2123915,2270580,2402030,1954531,2780569,2008089,2367181,2224253,2250320,2294711,2368119,4930700,2054837
188,2487578,2458056,2542578,4126032,2877094,2301779,3152364,2427948,2658076,2200975,3911911,2467763,4544891,2219215,2222222,2389086,1966455,2258129,2284230,4057738,1591623,2167974,2138012,2320756,2123786,2268814,2397845,1953793,2780306,2004442,2366549,2222222,2243404,2294264,2366269,4929928,2054815
189,2487473,2451460,2537783,4125212,2875981,2301185,3150151,2426008,2658068,2200392,3903587,2467494,4543248,2219192,2221346,2387258,1965534,2256827,2283512,4057511,1590073,2166480,2136467,2320734,2122881,2264884,2394505,1951355,2778997,2003960,2363043,2219188,2235283,2292804,2361461,4928027,2051631
190,2487182,2450432,2534093,4124161,2874775,2300846,3143222,2422384,2657363,2197575,3903365,2464242,4541842,2215365,2220097,2380142,1963596,2255983,2283100,4050546,1588041,2165652,2134578,2319649,2121927,2264641,2393837,1950993,2777505,2002831,2358518,2217343,2233118,2292104,2359933,4926450,2048631
191,2475374,2446099,2532864,4123443,2873599,2298853,3133865,2415544,2656607,2197524,3901046,2460094,4541024,2213622,2219760,2377679,1963318,2253306,2281861,4049471,1587953,2164165,2133363,2319283,2121514,2264513,2392629,1950457,2777218,2002740,2357557,2215763,2232995,2287690,2358411,4923599,2047823
192,2471961,2440624,2527148,4122075,2872920,2295849,3133654,2414760,2655956,2188366,3900000,2458963,4539829,2213179,2219306,2376392,1962625,2248367,2280028,4047705,1586571,2162698,2130451,2318385,2121000,2262433,2386122,1946842,2774963,2002683,2353910,2215480,2232967,2286319,2355496,4923490,2046419
193,2467561,2438245,2525135,4117853,2867173,2290809,3131546,2412149,2655598,2187268,3894526,2458204,4539756,2206541,2218854,2375539,1959515,2240003,2279717,4044572,1582715,2160415,2130165,2318330,2114586,2259906,2384801,1945927,2774583,2001746,2348955,2213928,2230913,2285946,2353269,4921121,2045960
194,2462358,2433035,2523737,4116217,2862661,2288726,3131444,2410182,2655520,2186840,3892249,2456175,4538694,2205023,2217395,2370559,1957290,2235675,2274958,4041696,1581436,2160317,2129040,2315809,2113108,2259744,2383494,1943519,2773524,2001450,2342645,2212351,2229859,2278399,2353181,4920979,2045426
195,2460472,2430237,2523100,4111579,2862186,2288561,3130195,2406458,2653966,2182714,3891827,2454624,4537730,2204818,2216941,2365230,1955054,2234914,2272160,4040949,1581202,2155076,2126471,2313780,2110296,2257679,2382891,1942715,2771821,2001406,2335953,2210414,2227597,2275630,2352604,4916795,2045275
196,2458318,2425367,2522682,4105070,2853777,2283243,3129353,2405360,2653837,2182586,3877244,2452833,4536864,2202538,2216920,2358114,1954240,2232619,2269156,4036989,1580404,2154532,2125521,2306026,2108406,2251880,2381492,1942087,2769918,2000705,2335369,2210090,2227553,2275039,2351435,4916763,2042538
197,2454145,2423731,2518557,4096784,2853567,2281241,3127920,2404842,2652573,2181345,3873333,2450829,4535679,2201501,2215007,2351744,1953322,2232537,2265213,4032466,1578868,2153912,2124482,2305257,2108060,2251787,2377227,1939633,2767688,1999452,2325080,2205771,2224346,2273418,2350266,4916665,2038701
198,2453381,2421709,2518325,4094520,2852519,2280772,3122199,2403516,2650768,2180897,3870846,2450572,4534618,2196237,2209797,2348199,1953041,2230906,2264199,4031679,1578193,2153664,2124473,2304327,2107888,2250617,2375328,1938988,2767388,1997308,2321558,2203851,2222307,2272915,2349598,4909853,2035910
199,2450659,2420224,2516518,4093798,2851851,2277803,3117050,2401608,2650591,2178236,3866383,2450532,4531108,2195512,2209538,2342303,1951295,2228081,2262566,4031413,1577119,2153497,2123959,2303431,2106317,2248888,2373428,1937842,2765866,1993823,2317860,2202020,2222055,2271590,2348291,4909665,2035205
200,2441219,2407453,2514778,4093242,2851561,2276877,3116227,2400161,2650080,2177032,3858629,2450411,4529391,2193856,2207615,2326903,1950022,2226104,2257440,4026278,1576316,2153008,2122926,2303430,2105293,2247004,2371126,1934500,2765254,1993785,2317739,2201267,2221467,2271118,2343888,4902890,2033876
201,2437479,2407259,2512301,4093234,2849726,2272291,3112024,2398027,2648122,2176258,3858276,2447648,4528420,2191812,2206116,2326816,1949955,2225037,2256409,4025628,1576214,2152545,2120733,2303200,2101631,2245564,2370972,1933307,2757355,1993439,2316794,2198361,2221009,2270386,2341971,4901335,2033708
202,2434575,2405997,2511132,4090165,2846786,2269892,3108582,2393428,2647296,2175001,3858256,2444839,4528126,2188538,2205785,2325776,1947948,2223920,2255519,4025285,1576204,2151177,2120577,2301466,2100175,2238995,2369190,1928535,2757213,1993426,2316336,2194076,2215673,2265774,2341796,4900901,2033573
203,2434139,2404875,2508666,4086248,2846720,2266252,3107116,2390368,2646138,2174908,3857901,2439957,4524294,2186132,2205300,2320886,1946955,2219910,2252147,4024114,1575755,2148916,2119907,2301405,2099128,2238176,2367107,1928368,2755802,1991038,2314271,2191511,2215088,2264814,2340454,4894514,2032376
204,2430012,2399158,2504937,4085698,2845979,2265904,3105321,2388828,2645342,2174472,3857242,2439711,4522305,2179504,2200935,2320069,1941285,2219567,2251358,4023306,1575742,2148425,2116728,2301383,2097230,2235993,2362779,1927747,2754903,1989384,2313942,2190897,2215012,2262950,2335101,4892331,2032355
205,2425730,2398083,2504404,4084191,2845538,2265894,3104195,2387951,2644996,2173791,3857090,2439273,4519096,2172801,2195090,2318226,1941066,2206182,2248034,4020281,1567697,2147148,2111718,2300070,2094962,2228536,2361653,1927705,2753894,1989205,2311532,2189605,2214762,2262448,2335060,4886146,2032143
206,2422047,2393650,2502622,4079056,2844506,2265391,3097000,2376771,2644672,2169438,3850067,2439156,4517247,2170710,2194291,2314116,1939098,2206026,2246528,4018356,1567480,2145943,2109565,2299524,2092570,2227557,2360044,1925001,2752402,1988550,2310416,2189509,2214003,2261188,2334198,4876040,2031946
207,2420461,2384161,2502188,4077095,2844057,2264620,3093942,2357098,2644544,2167247,3848712,2438580,4515165,2167556,2193470,2313924,1937497,2205910,2245846,4018205,1566840,2144094,2109146,2294569,2089747,2224157,2356176,1922569,2752080,1988518,2303519,2186577,2211733,2259666,2332515,4875946,2031461
208,2417329,2379287,2490787,4071262,2842702,2262107,3087078,2355449,2643285,2166452,3847395,2436203,4515047,2164885,2193447,2308625,1933465,2205893,2244134,4017379,1566604,2143991,2104251,2293803,2089309,2222719,2355815,1922554,2750667,1986275,2303080,2186323,2208589,2259479,2331092,4875157,2030951
209,2417178,2376589,2490667,4070571,2842532,2260036,3086654,2351323,2642038,2166180,3837555,2435978,4514617,2148651,2189463,2307422,1932393,2199108,2241868,4017160,1565765,2142538,2104197,2287854,2086852,2217306,2354626,1920739,2749503,1979735,2301889,2184872,2208538,2258766,2329543,4875097,2029651
210,2416916,2368960,2481995,4065814,2841209,2248844,3085829,2349745,2641621,2166057,3828227,2429474,4507906,2147036,2188182,2303096,1932389,2197855,2238795,4016789,1565185,2141433,2101876,2283431,2085122,2217139,2348731,1918685,2749042,1979460,2301352,2183592,2196085,2254931,2329306,4871990,2028484
211,2416606,2367001,2478456,4063004,2838517,2248804,3085752,2340339,2638276,2165344,3818437,2428604,4504905,2144790,2184361,2295722,1932275,2195613,2237798,4015413,1564804,2139874,2099333,2283385,2078884,2212120,2343531,1916636,2745863,1978638,2300392,2182742,2194881,2253071,2326695,4870188,2027987
212,2414400,2361218,2472926,4062218,2838264,2245726,3083735,2339200,2632414,2164210,3806964,2428382,4504500,2143616,2178579,2295219,1931076,2190906,2236980,4015031,1564371,2138014,2097286,2277953,2076297,2208781,2342726,1915748,2743621,1978443,2300261,2180559,2193243,2252425,2325310,4868488,2027798
213,2409163,2358250,2472337,4059631,2836758,2245716,3080638,2331658,2632301,2164015,3790510,2428318,4503228,2142834,2172601,2294126,1930000,2190520,2236706,4013508,1563507,2137285,2096812,2276682,2075647,2202972,2339633,1915107,2741206,1976336,2300024,2180476,2191299,2251497,2323820,4864290,2026054
214,2409023,2350680,2468853,4053380,2833820,2244310,3080049,2327491,2631798,2162058,3786217,2428076,4503000,2141652,2172359,2293082,1925826,2189723,2235898,4013268,1561923,2136244,2095283,2273689,2074780,2199327,2338796,1912715,2738773,1973459,2295593,2179908,2190840,2251478,2321052,4863917,2020606
215,2408493,2344345,2468622,4051632,2833308,2242866,3075325,2316036,2631623,2160191,3785434,2427222,4502739,2134402,2171487,2292910,1923626,2188385,2234381,4011570,1561616,2133049,2093757,2272205,2072033,2187175,2333560,1909874,2735593,1972026,2290913,2179539,2189321,2245825,2319153,4862309,2017412
216,2401765,2344268,2463167,4051554,2832733,2241006,3069887,2311343,2631522,2159648,3785379,2427116,4502375,2133212,2167574,2292361,1920928,2187598,2231072,4009028,1559845,2129672,2093617,2271200,2069723,2186989,2333429,1907544,2731154,1968280,2285205,2178595,2186675,2243680,2316178,4855007,2016328
217,2401195,2342102,2461993,4044267,2824840,2237036,3054740,2307149,2630885,2157576,3784116,2426673,4501620,2131688,2164321,2286211,1919513,2186205,2227395,4008262,1558951,2128991,2093375,2266261,2069331,2186752,2332760,1905017,2730957,1968207,2276791,2174687,2182871,2237072,2309450,4854127,2012713
218,2400937,2340828,2454489,4043467,2821936,2234396,3051065,2304165,2626582,2155030,3778618,2424885,4501324,2130852,2157551,2285101,1919191,2184309,2221434,4007030,1558775,2126617,2090095,2266058,2069065,2185420,2332726,1904962,2729923,1967354,2276246,2166992,2181416,2235507,2306890,4849724,2011737
219,2394035,2337970,2452729,4038686,2821689,2230663,3047386,2299654,2624306,2154443,3778084,2424363,4500763,2129047,2157332,2277124,1919191,2182271,2220513,4006582,1555911,2126062,2088855,2265348,2067656,2184277,2332603,1900654,2729729,1961816,2275102,2165735,2174896,2234531,2302880,4843646,2011263
220,2392143,2336622,2448503,4033921,2820934,2228894,3042483,2288119,2623274,2153532,3776349,2424257,4500592,2121276,2153005,2266716,1919191,2180687,2218395,4005922,1555761,2124559,2088681,2263717,2066922,2182167,2331613,1895863,2727674,1961015,2266698,2165197,2168735,2232647,2301777,4842005,2010664
221,2390625,2336131,2432336,4028790,2818809,2225607,3041253,2278830,2623035,2153128,3774312,2423130,4497882,2106236,2152272,2263279,1918382,2179479,2210295,4004912,1554578,2119168,2084024,2262832,2065283,2180022,2330238,1892959,2727361,1957743,2263736,2164594,2161551,2228350,2301268,4839492,2009662
222,2388588,2334956,2427625,4025483,2814241,2224771,3040799,2278803,2622161,2152909,3772439,2423078,4497007,2103458,2149022,2255248,1917760,2179101,2207380,4004201,1554353,2114440,2082369,2262689,2064320,2176645,2329408,1892235,2719114,1955981,2238806,2163584,2159386,2226675,2297565,4839114,2004590
223,2383859,2333032,2423679,4025373,2808552,2218440,3040111,2272130,2620940,2148782,3766434,2420698,4496639,2089048,2144738,2252937,1916733,2172754,2205695,4000000,1554156,2113827,2081457,2262279,2060895,2173127,2326287,1891612,2717775,1955746,2238412,2162930,2155103,2225785,2294684,4838516,2003376
224,2382008,2329725,2421853,4022980,2808222,2210910,3038438,2271129,2615144,2148636,3761172,2417810,4493088,2088806,2141387,2252843,1915716,2172225,2205628,3997862,1553121,2112394,2079162,2260812,2056619,2172598,2324909,1890681,2713106,1951222,2235129,2161178,2155028,2222122,2281477,4838492,2003274
225,2376916,2327748,2421539,4022845,2806137,2206952,3037918,2270180,2614133,2146715,3757951,2417618,4489916,2085118,2140685,2248022,1915373,2170184,2205595,3996262,1551936,2111163,2078845,2259652,2055011,2168904,2323686,1887250,2711946,1949079,2234679,2158275,2153304,2221067,2272407,4837630,2002363
226,2372782,2327264,2405177,4017651,2805420,2206242,3034993,2261779,2612284,2142832,3756876,2416367,4489615,2084445,2139182,2246379,1914841,2165930,2203388,3987330,1551848,2109907,2077749,2259540,2054874,2161611,2323603,1886019,2709399,1944335,2233546,2154835,2149295,2218977,2262821,4835616,2001282
227,2370105,2324918,2404888,4002828,2804142,2201839,3031934,2248335,2612096,2133327,3753284,2415030,4489538,2078899,2135543,2242384,1912611,2164171,2202161,3974148,1551171,2108732,2075361,2255300,2054428,2158665,2318875,1885544,2709038,1943360,2233141,2151877,2145777,2214066,2262745,4833369,2000002
228,2369830,2314414,2385459,4001457,2803611,2200686,3029804,2248092,2610945,2120987,3739753,2414413,4488002,2074815,2128970,2229284,1910214,2160781,2201088,3962498,1547606,2104298,2072138,2254124,2052978,2158466,2317255,1884127,2706672,1938232,2231396,2150309,2142720,2212677,2261573,4831579,2000000
229,2369449,2299854,2384613,3993329,2800918,2199778,3028283,2246823,2610012,2120591,3738929,2414066,4486787,2071619,2128860,2229172,1908643,2157920,2198742,3958009,1546335,2102214,2069985,2250989,2050176,2157092,2312251,1883703,2705178,1931790,2223696,2145910,2131415,2211313,2260718,4816448,1994918
230,2360576,2283789,2378570,3988132,2800186,2186769,3025481,2245957,2608894,2118820,3726906,2413123,4486489,2071133,2126161,2225135,1907237,2149277,2198468,3956363,1544677,2100981,2065625,2248172,2049623,2157037,2310844,1881917,2703947,1931391,2220907,2144616,2128816,2207899,2255602,4815190,1983600
231,2360265,2277696,2367400,3980733,2798449,2183450,3023129,2237103,2608223,2115189,3719828,2409356,4483587,2066345,2114629,2224727,1906956,2148043,2194374,3955458,1544165,2100925,2063315,2247671,2048333,2149241,2309702,1872575,2703456,1930588,2220635,2140793,2121196,2204781,2254279,4814665,1982059
232,2355055,2276314,2364604,3977726,2795846,2183435,3019899,2232908,2607739,2114056,3706958,2408299,4482271,2065960,2112705,2218713,1905660,2147837,2191592,3943754,1543084,2100780,2062976,2247667,2045339,2147461,2309205,1872088,2695280,1930566,2212215,2129000,2119435,2204314,2253807,4812741,1981960
233,2345678,2241080,2362348,3976417,2795339,2182507,3007588,2230344,2605228,2113008,3704349,2406660,4476221,2059052,2111507,2218316,1905432,2139127,2188183,3938619,1542790,2098000,2055525,2241252,2043011,2144770,2308910,1871060,2694694,1929907,2210316,2127491,2117385,2204254,2253655,4812268,1979817
234,2340587,2238343,2359242,3974245,2790620,2176462,3006285,2218396,2604674,2099913,3701047,2406646,4473227,2046308,2111112,2216646,1905007,2138324,2186979,3935232,1542214,2097475,2051131,2235722,2042764,2141831,2308710,1861765,2688766,1928628,2206162,2123830,2117267,2203128,2252609,4809168,1978673
235,2335112,2223306,2357972,3972358,2789374,2174493,3005323,2216040,2602947,2094289,3699360,2404183,4472171,2045653,2110246,2214911,1902543,2135641,2184739,3928560,1541227,2096197,2044979,2234210,2042636,2139317,2308627,1861367,2688304,1927885,2186851,2123578,2116313,2189522,2248738,4808302,1977263
236,2332873,2222222,2345887,3965654,2783294,2173833,2998340,2209474,2600811,2091102,3695377,2403123,4462370,2036951,2110246,2213687,1901832,2126209,2183535,3925860,1539602,2095047,2043227,2231701,2041229,2136105,2307187,1860084,2683052,1927236,2183349,2120594,2107892,2188445,2248124,4802684,1977060
237,2329323,2215901,2332900,3957179,2777721,2172589,2980014,2203642,2598786,2090563,3679943,2403072,4461672,2031360,2109282,2198298,1894345,2102416,2181715,3924368,1539383,2088459,2040757,2231441,2039277,2134144,2304591,1856034,2680834,1927193,2173813,2120472,2107246,2175607,2245440,4800264,1967919
238,2324908,2194253,2332571,3944971,2773178,2170233,2951464,2202258,2598490,2089839,3674801,2401462,4461015,2015078,2100922,2197856,1893633,2093073,2180863,3921251,1537924,2083667,2037868,2228997,2035536,2129008,2299217,1855504,2679914,1926777,2159272,2112051,2107157,2172084,2244600,4799555,1964582
239,2323778,2181977,2331851,3939868,2768860,2169159,2947889,2192862,2589347,2084538,3662714,2400775,4458382,2010382,2097739,2191335,1891354,2074326,2180846,3920868,1536479,2083412,2026728,2216530,2034649,2124598,2296150,1850809,2679298,1924938,2154336,2111433,2096439,2169606,2240877,4799236,1958817
240,2318546,2176822,2281708,3939101,2768647,2168915,2946690,2189769,2588394,2080398,3655258,2396618,4444151,2010093,2091433,2183719,1888030,2066833,2178736,3919685,1536090,2079675,2025235,2214131,2033220,2117183,2296096,1850506,2678066,1921731,2153045,2100165,2088814,2168220,2239736,4796673,1947896
241,2310047,2151962,2257246,3933436,2766880,2165793,2928989,2173779,2585843,2071543,3653129,2396374,4439280,2003337,2084970,2183410,1883923,2057559,2171307,3919149,1535369,2079583,2023996,2212773,2032149,2111376,2290501,1850233,2676359,1921428,2151319,2096931,2084338,2164707,2237650,4796495,1940795
242,2305438,2148645,2252203,3930478,2765972,2159503,2920980,2171640,2584837,2069131,3650121,2394823,4437904,1998014,2082705,2175939,1880126,2056616,2169705,3919032,1534901,2077989,2021408,2212546,2028420,2104922,2290039,1846857,2674325,1919251,2135660,2093779,2083707,2156052,2232478,4794432,1936131
243,2290756,2085898,2250723,3921153,2762109,2146663,2916291,2146814,2583935,2066731,3643776,2391014,4433237,1988364,2073047,2174459,1879635,2041133,2168971,3915911,1534596,2075975,2018693,2211184,2023459,2101191,2286628,1841402,2667542,1918943,2128676,2089858,2070091,2154282,2230986,4790453,1933260
244,2266427,2043359,2245042,3918543,2761614,2146631,2891874,2137285,2583734,2059974,3637229,2390078,4431277,1986860,2068779,2171432,1876384,2024579,2165576,3915318,1533954,2074976,2016946,2211138,2023186,2100342,2283221,1841027,2665786,1917190,2113558,2083291,2065585,2153007,2230337,4786086,1929532
245,2260327,2042339,2238415,3916597,2760756,2142236,2887996,2136252,2583428,2058762,3627960,2384406,4425020,1986742,2053140,2149540,1874954,2015590,2165049,3911591,1526429,2074555,2014580,2199085,2014945,2099654,2283186,1834530,2665512,1914174,2110200,2075683,2062171,2151853,2229943,4781490,1912298
246,2226938,1931107,2225710,3916282,2759421,2138791,2876486,2133893,2574805,2057610,3603255,2384342,4423554,1986315,2024462,2046866,1874911,2014720,2162957,3910692,1526350,2066977,2014527,2189366,2007488,2095109,2279734,1833839,2659538,1913145,2095308,2074157,2056884,2147879,2228862,4778871,1905551
247,2195591,1787174,2208375,3913602,2756783,2122583,2866034,2120680,2569130,2055017,3569727,2376499,4415622,1965238,2023363,1971719,1874051,2000000,2159553,3904010,1524144,2064779,2006133,2186610,2007488,2091916,2273314,1830133,2658304,1912587,2082573,2065569,2048988,2145650,2228350,4778191,1903068
248,2170029,1743951,2200338,3912695,2750641,2120615,2864468,2111841,2568105,2041748,3544136,2372882,4411929,1959467,2014601,1801003,1869497,1983067,2151688,3902281,1523950,2062486,2003332,2186386,2004093,2071276,2267148,1823043,2652674,1912238,2078236,2063581,2048224,2141501,2225414,4778110,1898408
249,2126174,1730250,2177981,3900909,2743779,2118154,2845939,2060149,2564166,2038228,3412671,2369793,4400205,1918833,1984254,1779506,1863448,1957957,2148706,3897469,1518018,2057330,2003035,2184593,1998680,2061923,2266576,1808237,2652102,1909087,2066525,2049969,2042481,2138714,2206715,4770907,1892737
250,2013037,1665915,2176784,3879911,2742091,2114281,2700463,2058614,2556827,2019937,3315984,2367718,4398086,1867166,1903499,1721685,1851453,1934453,2133006,3883194,1517860,2049837,2002557,2178529,1987412,2044751,2265438,1805567,2649078,1908857,2065961,2019099,2027380,2137676,2206134,4766162,1889726
251,1962044,1433238,2092153,3836993,2731832,2110183,2643356,2053832,2554798,2013989,3109110,2364378,4396903,1731195,1810509,1625803,1847627,1851072,2125234,3879479,1504330,2049599,2001577,2174530,1956142,2033293,2241821,1804629,2629410,1902267,2047932,2000665,2012789,2135162,2199671,4764724,1760354
252,1623111,1380812,2070650,3660566,2728970,2105951,2579791,2026413,2552177,2013097,3082758,2362049,4377411,1714807,1720953,1625801,1829383,1763004,2119875,3876861,1503923,2048886,1997127,2156431,1888015,1936494,2238886,1801598,2626990,1899117,1976728,1990074,1948234,2125715,2198568,4764691,1437485
253,1503400,1369806,1736738,3658190,2709178,2100581,2494810,2007277,2547830,2008773,2924427,2352811,4364261,1654147,1715031,1625594,1826776,1339390,2080336,3875108,1499603,2037240,1980436,2144751,1820463,1934387,2232154,1791601,2587344,1896067,1926423,1844501,1911342,2106035,2192706,4756403,1390227
254,1223381,1353143,1676220,3292028,2709038,2098980,1874504,2007118,2534789,2004993,2401169,2352512,4363770,1461266,1621922,1546681,1794637,1300526,2052242,3857911,1499206,2033137,1969511,2134933,1807617,1775632,2219890,1757166,2517150,1895852,1905627,1600138,1891971,2029143,2184614,4750328,1319656
255,1179940,1350306,1503882,3289142,2702129,2048695,1766554,1947166,2517256,1858878,2330718,2287924,4344199,1212218,1354229,1283058,1735187,1271700,2042694,3854402,1492241,2032978,1961866,2009686,1699408,1621730,2194864,1722894,2214615,1892828,1722584,1502623,1748147,2015353,2093889,4748501,1188581
256,1152718,1325066,1402046,3128842,2685809,2025996,1474922,1926923,2511922,1823008,2285527,2282998,4337532,1191943,1272587,1251092,1721048,1246501,2040332,3832089,1491881,2032553,1936674,1868724,1676076,1590437,2180116,1601166,2107591,1888761,1710285,1326812,1507775,1919311,1946015,4743185,1170794
257,1128771,1188536,1381534,2278621,2640529,1938397,1385715,1856768,2465399,1821527,2123424,2256524,4335583,1130437,1097066,1240904,1707832,1173829,1789039,3814989,1489026,2024180,1892166,1482280,1634626,1586116,2153415,1592691,1621516,1888305,1655549,1248550,1422685,1863844,1542236,4720625,1128626
258,1106847,1125201,1310967,2239371,2593438,1792025,1384919,1845469,2381728,1762417,2099928,2225470,4325344,1095285,1082213,1172930,1677931,1131077,1695350,3805595,1488227,2015476,1878377,1443920,1577681,1578850,2137868,1549204,1506468,1883896,1299387,1198396,1120036,1841980,1493255,4716851,1098332
259,1092056,1088768,1204522,2217019,2591407,1733777,1343553,1753016,2381378,1726384,2093925,2158139,4280832,963758,699212,1131875,1669125,1069263,1574457,3781661,1486977,1997370,1830903,1335830,1444237,1533776,2089759,1131594,1483670,1881285,1284509,1185739,1108362,1763906,1118196,4709804,1097344
260,1042001,1066060,1138524,2078271,2504046,1457032,1258885,1572395,2236963,1629587,2031856,2139667,4256526,959812,688256,957740,1578914,1051706,1444144,3646376,1474652,1996061,1560808,1013926,1416017,1514708,1935193,951613,1430144,1878074,1138165,1150399,1045233,1715938,969064,4696329,972645
261,1014735,969672,1132192,2073114,2376777,1303794,1136335,1376815,2166537,1533749,1775139,2111190,4242006,905486,640960,947406,1573505,983990,1396849,3534993,1471800,1977082,1367906,990729,1319921,1348833,1481757,931801,1299337,1875479,927305,1116593,1001424,1699447,814039,4693905,939297
262,1010762,843740,1114531,2071839,2265689,1287074,1089467,1319895,1550701,1446602,1721374,2084905,4203766,836717,610683,915331,1470797,868593,1358526,3532053,1456154,1957921,1361821,920044,1144209,1335856,1189389,924519,1125845,1865912,926621,1027250,924194,1594711,781882,4676549,847576
263,1002342,833910,1090530,2012661,2010972,1209097,1013611,1289017,1464220,1378580,1524174,1752221,4189064,816778,590996,901198,1434004,821322,1257919,3093704,1448250,1947258,1334666,725934,1085533,1031133,1089408,900402,1100969,1852686,898322,966462,881709,1557919,772018,4647069,794071
264,932309,766725,1049816,1677214,1946882,1024664,909334,1113095,1413153,1124916,1343460,1726763,4170421,783356,523467,833720,1425311,788996,1144003,3036335,1445662,1941751,1102615,724248,970816,1017489,1062506,869551,1086533,1849970,827996,854041,824226,1554770,763559,4574572,791440
265,870366,733882,1030639,1611731,1923435,969789,908912,1033537,1176570,978986,1324736,1675823,4077197,719689,462686,753266,1391804,702031,1075156,3032723,1423649,1824751,976575,703032,869074,959723,1041117,809138,991515,1824741,745210,821639,767962,1432003,721659,4496778,789192
266,817339,702386,1007514,1582461,1916728,953559,861535,934637,1051786,936390,1292120,1620434,4026198,692815,442920,709266,1390945,699204,1050872,2795131,1420916,1769514,963322,703015,841476,947931,1038621,693405,937846,1810517,727309,795633,766575,1240468,717544,4327767,747862
267,800348,691279,944852,1562752,1824912,883083,808564,933259,995631,915676,1267487,1548953,3426065,686821,418776,671383,1166403,691844,1039332,1948865,1286039,1718263,946617,596693,765368,832193,954661,672916,825783,1803663,636585,754293,670537,1071172,650420,3694668,670701
268,688742,680232,912653,1542505,1693276,843681,696195,922611,903530,859976,1203596,1515151,3344838,655710,358808,626686,1130380,625621,927864,1873561,1275406,1690168,916223,519743,695923,763715,806890,627245,760546,1800977,568514,727850,637049,972005,562663,3484636,633483
269,593537,624606,873904,1442527,1681766,804013,684089,876617,800216,792959,1141776,1486072,3175496,652535,325703,622846,1126172,621406,895068,1856612,1234518,1683518,885495,474288,686581,736516,615685,614635,634680,1775506,542758,718181,621737,920466,551111,3190408,610467
270,539122,560089,841360,1372825,1567575,767628,676643,773752,754381,700763,1094458,1389882,2580612,619650,323636,620570,1080864,600066,791693,1727833,1221173,1617163,817880,460166,674829,621732,611757,599497,619047,1748875,541285,709118,597365,853873,550458,3160694,587935
271,532367,556800,836142,1259658,1521957,765490,667928,713317,742088,662840,1022687,1246418,2368018,583842,320303,590594,1040704,588138,778418,1573554,1188186,1507795,720043,439359,652302,604091,607259,576648,610337,1720729,526153,685092,588824,802328,506218,2689768,587345
272,513455,532014,823060,1118636,1511558,742131,643497,707277,691526,616984,980385,1219820,2336249,573782,318095,589253,778807,560518,766785,1548541,1089343,1255002,643820,407939,527608,603664,590637,558822,595823,1714660,494519,643110,582597,767505,461553,2256069,581854
273,494127,517851,814238,1115499,1463490,732796,624817,699379,686707,607555,900012,1196806,2217377,534743,313359,584560,767356,484705,752438,1541109,1015491,1222853,639266,400156,467764,601094,576431,545645,572396,1699533,456462,618484,548980,756935,461449,2205635,547610
274,484831,492246,746587,1047064,1445754,693879,624618,681810,680186,582843,879024,1031631,2079452,490553,307547,574566,750856,476763,662524,1501919,1004638,1183892,620974,379870,427711,562048,573790,540736,508710,1676974,448112,612080,534823,740136,458260,2053858,526490
