rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
89,2796185,2926291,3001466,4491349,3050236,2670038,3505127,2776098,2868112,2355225,4251647,2637594,4843548,2558035,2463808,2650986,2117988,2558725,2502779,4320039,1770453,2326112,2359207,2523664,2343820,2637872,2574892,2193077,3000008,2170604,2690509,2420791,2501963,2501921,2560606,5168836,2357546
90,2787842,2910437,3000041,4480266,3047826,2659149,3505053,2766428,2868088,2351876,4250425,2636333,4842486,2557444,2459382,2650568,2116377,2558711,2502500,4319148,1768744,2321180,2352935,2521495,2339655,2629240,2573817,2182868,3000000,2170150,2682328,2420480,2501293,2501768,2555717,5164789,2357286
91,2776804,2905733,3000000,4474580,3042372,2645231,3503531,2757926,2864310,2350956,4237574,2633572,4841015,2554006,2459313,2649748,2115515,2556347,2502210,4315509,1765676,2319576,2352178,2513827,2334668,2620680,2572331,2180625,2996532,2166305,2681920,2417254,2500529,2501522,2555413,5164377,2355867
92,2774367,2898862,3000000,4467624,3033524,2644617,3502730,2745764,2845628,2349911,4235447,2622794,4840236,2547605,2451089,2640263,2114439,2553114,2501167,4308185,1764932,2315838,2347060,2511703,2329560,2619319,2568826,2177950,2991885,2163062,2671588,2413763,2500211,2500255,2552972,5163803,2355518
93,2766636,2896000,2999876,4466294,3032922,2621309,3502064,2741542,2833011,2346803,4231014,2622276,4835449,2547585,2450097,2637072,2110768,2546476,2497387,4307524,1763717,2313488,2345772,2501192,2328177,2617104,2568468,2159403,2989125,2158544,2671004,2413667,2500197,2497222,2551309,5162255,2345190
94,2764702,2895018,2997288,4463725,3031720,2613984,3499127,2738808,2832479,2342559,4217392,2620963,4834342,2546111,2447669,2635890,2109133,2545998,2494255,4300361,1763379,2301892,2344467,2493822,2316486,2608140,2568076,2159373,2987577,2158446,2668662,2411566,2500107,2493527,2542373,5157031,2345144
95,2763664,2885921,2946196,4454371,3022674,2612055,3489977,2731400,2832074,2339578,4206911,2619830,4833195,2542385,2444690,2635848,2104400,2539343,2486270,4294650,1761949,2298465,2338668,2491206,2315551,2606894,2567199,2153252,2979719,2155122,2665995,2405149,2500000,2484167,2540058,5155788,2339754
96,2758795,2880153,2931089,4451276,3021673,2610606,3477915,2716197,2829420,2337497,4195421,2619592,4833121,2540197,2440830,2623729,2102301,2536166,2485572,4293973,1761849,2298041,2338073,2490302,2314267,2604679,2562835,2153202,2979301,2152421,2653753,2404673,2498197,2474701,2534695,5154211,2339306
97,2754839,2877227,2921064,4432153,3019108,2608744,3471588,2707340,2828948,2332794,4188172,2618662,4832302,2539667,2437339,2616992,2102036,2535337,2482770,4291715,1752940,2286509,2335564,2489716,2305281,2601954,2561309,2150543,2973585,2146923,2645990,2403281,2497193,2472220,2533724,5148388,2334145
98,2753970,2856650,2911272,4419348,3018767,2607584,3463387,2704233,2828571,2330334,4185185,2615377,4812784,2535786,2432530,2616716,2101742,2535159,2478768,4289709,1751583,2286265,2332272,2485341,2304141,2600026,2561188,2143770,2971582,2144935,2644427,2400526,2494379,2467173,2533525,5147548,2329954
99,2751838,2851942,2906637,4418333,3017214,2604839,3458653,2702684,2828232,2328478,4174512,2612750,4807906,2529954,2422677,2613915,2100030,2534500,2475712,4280473,1749216,2285605,2326010,2481660,2301399,2599612,2559515,2142663,2965976,2144323,2640869,2400335,2491609,2462863,2528946,5139831,2327590
100,2749516,2849521,2902330,4408254,3014928,2604161,3456835,2702410,2825955,2327855,4170000,2612417,4802667,2526011,2420637,2609070,2098540,2532886,2474757,4276210,1749000,2281520,2323271,2481465,2297921,2596555,2559316,2136524,2965565,2143883,2636123,2395301,2487935,2457590,2527059,5135599,2321539
101,2741329,2838431,2900741,4406738,3014664,2602508,3450806,2682141,2819984,2326659,4170000,2610621,4800728,2525345,2418771,2607346,2098422,2531869,2465776,4259226,1743883,2281020,2322518,2479590,2296015,2591762,2559096,2135982,2965481,2143434,2634911,2394300,2485930,2457248,2525000,5131913,2317621
102,2734605,2837667,2892190,4400963,3011912,2601899,3441725,2682096,2817706,2326333,4170000,2609897,4799338,2523734,2418157,2606729,2093172,2523667,2465615,4257644,1743641,2280034,2320604,2479246,2290655,2585128,2558692,2134854,2964275,2142710,2634760,2393620,2478586,2453846,2520252,5130929,2313290
103,2729868,2836663,2888488,4400114,3009660,2601577,3437647,2680203,2815563,2325730,4170000,2606593,4796316,2521332,2412797,2604590,2088120,2523249,2462686,4257358,1740653,2279951,2319460,2477332,2289305,2582558,2554920,2134204,2963377,2142373,2634423,2391959,2475226,2452729,2519275,5127679,2312730
104,2722071,2836440,2875663,4398964,3009621,2600671,3430909,2678310,2812066,2322516,4170000,2605516,4794864,2520351,2406282,2602914,2087772,2521664,2460230,4257259,1740566,2278340,2317096,2473243,2283922,2574493,2554547,2126959,2962780,2136502,2634250,2388867,2471857,2452631,2517479,5126546,2307719
105,2720803,2835510,2866005,4398363,3008049,2594146,3414947,2677400,2811763,2321170,4170000,2605011,4793991,2519720,2406221,2598801,2086289,2511624,2454286,4252755,1739542,2272804,2311217,2467962,2282593,2572082,2546800,2126255,2962360,2135966,2629855,2387420,2470922,2451923,2513268,5124062,2306860
106,2714184,2835078,2854907,4389622,3007671,2591933,3407639,2676550,2810653,2319789,4170000,2601483,4788000,2519065,2406006,2597102,2084732,2508683,2451190,4252149,1736570,2267464,2310615,2465035,2280769,2555871,2544399,2120500,2962039,2135566,2629430,2386160,2463870,2450686,2512318,5122722,2306758
107,2712476,2833507,2846391,4384566,3007073,2569033,3405719,2675839,2806303,2319525,4170000,2601032,4787028,2516928,2402725,2593380,2084524,2504389,2447728,4252060,1736303,2266198,2310020,2461483,2279467,2554970,2538934,2116007,2959215,2134816,2600015,2385658,2459973,2450102,2511151,5122257,2306007
108,2711030,2815485,2845467,4374660,3006772,2564245,3405287,2674098,2805036,2319406,4170000,2594715,4777770,2510506,2400633,2590922,2083922,2502037,2445652,4249896,1736040,2265440,2308248,2459130,2275689,2550642,2537601,2115422,2953630,2132818,2598695,2385118,2459829,2449115,2511029,5121540,2305400
109,2708491,2812669,2833986,4366618,3006504,2561089,3403834,2668690,2804227,2318644,4170000,2594413,4770770,2509340,2400295,2587420,2078670,2500557,2445043,4243507,1735431,2260311,2305025,2458302,2275506,2547017,2537431,2114945,2953624,2130546,2594692,2381746,2457650,2448076,2510686,5121246,2299987
110,2708156,2772315,2832831,4353648,3004250,2557375,3401386,2668317,2802469,2318066,4162542,2593545,4770732,2505989,2396622,2580913,2077680,2500000,2444972,4238247,1735247,2259278,2304561,2455305,2266046,2541214,2534537,2107383,2953486,2126205,2586906,2381327,2456390,2447712,2506853,5118420,2296298
111,2706545,2771924,2832830,4350528,3004082,2554587,3399497,2664889,2800688,2317463,4161888,2588120,4770000,2503450,2386626,2580855,2076161,2498577,2440277,4238012,1733682,2258948,2304271,2451004,2257540,2539776,2533195,2105482,2952572,2124317,2584688,2381010,2455146,2446549,2504433,5117601,2294468
112,2689154,2770616,2830402,4347653,3003803,2554408,3391640,2660769,2796239,2315746,4158086,2587648,4758248,2501175,2384608,2580108,2076154,2496654,2435696,4237909,1712812,2257220,2304211,2447757,2250870,2535585,2532144,2104988,2950074,2122460,2583446,2374883,2448647,2445664,2504423,5115430,2288332
113,2688139,2765960,2830085,4335524,3002800,2540104,3384942,2660639,2785022,2315267,4157307,2584123,4753447,2500648,2384060,2573968,2075243,2483273,2435534,4233543,1707956,2256964,2293028,2446320,2249894,2534540,2529512,2103069,2946111,2122137,2573743,2373360,2446647,2444876,2503489,5112943,2271691
114,2686991,2765315,2830002,4330152,3002362,2533662,3384524,2646350,2784649,2314100,4155497,2583071,4749877,2500345,2380229,2573513,2074642,2483183,2427592,4230233,1704730,2256790,2288494,2438220,2248185,2530915,2527605,2102816,2945738,2117760,2571058,2372869,2446354,2444675,2503404,5112260,2271414
115,2685304,2762402,2830000,4329433,3001219,2527905,3383259,2644270,2780564,2313499,4154383,2579250,4746330,2500000,2380053,2572052,2073565,2480255,2425452,4229705,1702863,2256244,2283175,2436021,2246892,2529677,2525248,2102763,2944526,2116539,2570754,2370062,2441806,2432125,2502806,5107871,2270977
116,2685007,2762272,2830000,4322184,3001009,2527191,3380547,2639649,2780473,2311792,4151542,2576660,4744653,2496133,2376531,2568920,2072468,2474669,2422684,4227997,1696042,2253983,2281675,2434470,2244677,2524262,2525217,2101209,2943903,2115160,2562081,2369772,2436486,2430114,2502376,5105428,2268269
117,2684093,2755564,2830000,4308523,3000622,2526035,3374963,2637699,2772603,2309102,4140328,2576176,4742219,2486055,2375648,2568678,2072254,2472444,2421385,4224830,1695360,2253402,2278456,2434323,2237431,2524174,2525170,2100110,2943072,2112040,2557628,2366475,2436441,2425602,2500861,5101814,2263728
118,2680187,2750819,2830000,4307418,3000609,2514786,3368871,2632503,2769599,2308660,4136915,2575265,4733686,2483940,2372813,2562840,2070441,2471858,2420893,4221834,1694239,2252299,2278115,2433440,2233984,2522080,2525000,2095959,2942205,2109676,2552159,2365618,2430857,2422940,2499971,5100748,2260710
119,2679901,2749116,2830000,4306370,2999561,2508500,3368026,2628194,2769468,2306477,4136524,2573090,4722263,2482440,2371720,2561143,2069726,2471499,2420149,4221541,1692462,2251892,2277130,2431300,2230661,2521232,2524456,2095531,2940650,2105013,2549786,2360749,2430080,2422162,2498182,5098971,2259470
120,2678148,2747279,2830000,4304245,2995828,2507559,3364819,2619865,2769436,2302190,4135947,2573034,4721766,2472657,2367982,2560297,2067932,2466589,2418700,4215686,1689414,2250902,2273114,2427527,2230586,2518595,2521740,2093251,2939979,2104390,2545301,2360357,2415398,2417623,2496612,5098871,2256330
121,2675469,2745849,2830000,4303491,2987879,2504762,3364474,2608523,2764096,2300557,4135085,2572652,4717555,2471105,2365551,2560236,2062007,2462987,2417443,4214790,1689361,2246104,2267434,2426470,2229110,2516951,2519347,2090807,2937954,2104221,2539745,2359779,2413973,2416742,2496382,5096388,2255766
122,2670069,2733253,2830000,4301928,2986943,2504293,3355616,2607265,2762977,2295448,4134354,2572572,4712735,2464527,2356334,2560015,2059704,2459091,2417081,4211217,1687584,2244951,2266315,2426279,2222250,2508138,2517793,2090452,2935713,2103884,2535519,2357033,2413469,2415965,2495707,5095865,2254737
123,2667272,2726147,2830000,4301903,2985820,2503293,3353077,2605173,2762126,2292547,4128961,2566413,4709793,2456542,2354777,2557946,2059585,2450339,2416896,4210556,1682652,2243755,2262251,2426176,2219495,2500871,2517329,2086715,2927752,2102986,2534732,2354019,2412756,2414617,2492940,5094801,2239550
124,2665034,2723346,2830000,4294855,2983957,2500592,3350749,2603437,2760336,2292514,4113890,2565656,4708305,2455587,2354405,2556682,2059095,2444684,2416735,4210066,1681464,2242920,2261681,2425102,2218886,2470847,2517296,2084984,2927600,2102719,2534385,2350673,2412737,2413306,2491070,5094643,2235035
125,2664968,2716603,2830000,4292501,2981624,2492422,3345514,2603354,2759046,2291195,4106365,2565359,4702971,2453547,2351487,2556316,2058575,2441245,2412918,4209987,1680761,2242171,2261238,2418985,2218218,2465172,2516460,2082422,2917916,2101965,2533710,2348705,2410399,2410107,2488681,5090250,2232328
126,2658073,2713992,2830000,4289440,2970400,2488980,3341555,2601093,2757784,2287895,4103214,2564547,4698763,2452743,2349574,2555206,2050143,2440598,2412433,4205036,1679641,2241912,2255549,2418694,2216786,2454574,2516086,2079843,2916423,2097912,2532680,2348589,2410217,2409550,2486510,5085853,2229019
127,2654911,2705215,2830000,4289394,2965954,2475717,3340733,2597638,2756749,2287804,4103131,2562263,4693441,2445612,2348146,2553846,2049971,2437056,2410623,4204065,1677904,2241358,2254854,2414756,2215770,2448861,2514785,2079086,2914319,2092004,2522474,2347116,2407550,2406977,2485710,5085393,2228883
128,2651110,2686582,2830000,4288774,2965555,2464686,3340521,2594519,2755215,2287714,4093731,2561510,4692789,2422056,2345159,2543107,2049324,2427219,2410152,4203642,1677813,2240146,2253425,2414059,2213494,2447640,2512930,2078870,2913864,2091079,2519254,2345351,2404773,2403364,2485545,5077963,2225780
129,2650898,2676385,2829958,4275279,2965030,2464043,3340391,2592529,2755182,2283999,4090555,2560220,4691057,2421867,2345026,2539549,2048941,2426688,2408233,4200872,1675301,2237996,2252356,2413472,2211283,2447117,2512496,2070489,2913460,2088560,2512750,2345198,2401103,2402936,2484524,5076736,2224345
130,2646830,2672122,2812115,4274444,2964385,2455148,3333733,2591727,2755033,2283677,4088395,2558893,4685446,2421324,2343253,2537415,2047109,2421682,2407597,4200000,1670892,2236869,2251201,2409185,2209924,2440929,2511417,2070231,2912800,2084696,2511594,2344194,2400873,2400912,2472396,5076499,2224095
131,2634240,2667848,2811315,4273956,2959530,2448805,3332980,2589310,2751668,2282540,4085126,2557333,4683125,2420586,2340075,2534860,2046569,2419500,2405809,4197093,1670519,2235673,2248262,2407157,2206595,2440616,2510789,2068925,2907783,2081115,2507280,2340617,2398046,2399348,2472302,5075995,2223788
132,2632897,2664524,2803674,4268180,2956956,2443377,3330799,2588728,2749805,2280800,4083884,2555670,4678463,2419762,2334639,2533456,2044912,2419328,2402979,4193958,1668660,2235646,2247469,2406881,2205032,2438935,2508641,2066286,2907739,2080788,2505592,2335447,2396740,2396121,2472075,5072459,2222251
133,2629890,2653727,2791986,4265539,2955601,2441844,3322115,2585061,2749344,2279748,4083352,2551185,4668670,2419747,2333855,2529725,2044780,2418865,2402963,4192682,1663583,2235061,2246834,2406271,2204731,2437042,2505942,2064959,2907731,2073543,2503668,2333310,2394087,2396014,2471333,5062316,2217621
134,2625471,2651783,2771734,4259713,2953043,2439967,3320023,2579738,2748658,2278651,4083148,2550485,4665075,2417643,2328175,2528559,2044135,2416594,2402834,4182807,1663408,2233739,2245848,2406270,2202451,2436998,2504942,2061660,2905048,2072068,2503277,2328447,2392319,2393212,2469011,5061377,2216645
135,2624941,2650828,2770171,4255563,2951463,2434680,3319357,2571639,2747825,2269434,4078963,2549803,4664348,2416418,2328009,2528451,2042536,2412035,2402046,4176001,1660774,2229228,2240921,2405498,2201910,2433130,2504826,2052070,2904883,2071309,2502578,2327928,2389330,2392661,2467405,5056772,2213817
136,2623844,2648858,2761547,4254051,2950755,2431466,3319174,2570059,2746153,2269019,4076692,2549321,4663857,2414766,2326774,2527043,2042056,2407773,2400703,4175624,1660228,2228635,2239124,2400108,2201699,2431195,2504539,2049075,2904552,2069906,2501331,2321035,2388627,2392349,2462889,5052153,2210457
137,2623813,2645719,2753369,4253582,2950553,2426688,3314377,2564901,2745928,2266987,4072293,2548954,4660856,2414521,2325138,2524939,2040191,2406647,2397322,4171771,1659806,2227836,2238530,2398865,2201023,2428958,2504227,2043304,2903810,2069657,2500791,2320623,2384915,2388535,2462780,5051607,2209700
138,2623080,2643365,2752630,4252797,2949229,2426688,3311376,2564781,2745902,2262929,4067659,2546074,4656834,2409938,2323837,2519334,2038272,2406605,2397217,4169641,1659040,2225941,2236728,2395664,2200235,2425935,2503809,2039006,2901962,2069570,2500502,2320419,2383795,2387909,2462056,5043999,2208684
139,2621547,2641787,2749590,4252478,2947083,2426359,3310877,2562658,2742884,2261419,4065461,2545621,4652424,2406561,2321618,2518840,2037744,2402503,2389228,4169641,1657146,2217260,2232520,2394846,2199885,2421794,2501575,2032571,2900299,2068824,2493908,2317988,2382959,2387627,2461622,5037649,2206753
140,2615560,2640370,2736320,4250903,2947069,2417599,3307993,2561180,2741596,2260372,4065172,2545340,4651148,2405165,2318307,2517805,2037322,2400165,2382982,4168135,1657112,2217179,2230762,2394737,2198005,2416091,2501320,2031335,2889696,2067859,2491472,2310358,2378062,2386562,2459338,5037400,2201448
141,2614264,2636301,2731997,4246410,2940434,2415480,3307224,2559964,2734475,2259973,4057778,2538158,4647460,2404188,2316272,2516559,2036364,2400151,2379155,4165378,1655531,2216724,2230389,2392862,2191803,2414043,2501318,2030397,2884167,2064674,2490709,2308788,2377453,2383962,2454546,5034812,2200089
142,2611529,2627197,2724498,4243028,2938946,2411057,3306435,2558789,2734397,2259321,4052327,2537164,4646982,2400062,2312163,2515275,2032500,2399003,2377003,4163888,1654594,2215304,2229413,2388458,2191598,2413218,2500002,2030056,2879427,2063259,2490189,2307935,2371880,2379828,2452909,5031355,2199664
143,2611515,2621464,2719272,4237439,2937655,2407081,3304653,2553914,2731159,2258628,4040117,2536538,4644391,2399857,2311482,2511886,2028993,2390841,2374499,4163585,1653074,2214768,2227985,2385913,2189109,2412518,2499885,2029360,2876315,2061082,2487736,2306794,2368208,2373502,2452208,5028248,2197501
144,2609218,2617498,2716444,4233637,2936460,2406836,3302598,2552003,2730278,2258219,4037297,2533693,4644062,2388010,2310218,2509300,2027683,2383941,2369054,4161998,1652118,2213590,2227102,2384597,2187892,2411609,2499816,2025436,2868273,2059796,2486879,2305246,2364191,2366864,2451921,5028179,2190943
145,2607869,2615136,2713837,4231548,2936267,2405959,3300887,2551767,2730202,2255949,4032413,2529872,4635112,2386401,2308407,2503394,2025871,2378458,2368573,4161030,1651697,2213574,2220783,2383639,2187764,2409568,2494434,2023928,2867242,2057322,2484632,2301816,2364179,2361556,2451317,5024196,2189254
146,2607620,2612105,2706140,4229675,2935052,2404442,3289023,2550235,2721094,2255310,4030328,2526707,4634352,2371097,2308160,2502787,2025564,2370966,2366501,4160705,1650726,2209204,2217780,2380901,2186963,2409152,2493958,2020276,2867041,2055562,2478747,2297204,2363728,2360342,2448866,5022377,2183975
147,2601215,2606899,2703012,4223973,2930578,2404402,3277735,2549983,2719483,2249048,4023174,2526251,4633429,2359754,2308020,2502218,2025560,2363347,2358837,4159249,1649390,2207771,2215546,2378476,2184767,2409008,2493131,2019645,2857858,2054472,2476325,2292117,2363377,2359702,2446461,5014400,2183016
148,2590750,2603072,2699534,4223646,2930152,2402797,3277732,2549230,2719332,2248347,4021516,2522025,4631355,2357463,2304990,2501408,2023301,2362716,2356962,4159089,1647305,2207616,2213328,2377628,2179534,2406708,2493081,2019093,2850851,2051875,2474507,2291770,2361811,2356676,2444995,5013161,2180093
149,2589693,2602245,2697151,4223024,2928115,2400519,3275673,2548289,2717709,2245783,4020776,2521164,4620837,2356678,2304727,2500000,2022083,2360142,2356687,4157210,1646425,2205082,2213302,2375792,2178977,2404895,2490827,2018654,2846230,2051051,2469680,2290221,2359909,2353693,2444884,5012265,2178540
150,2588952,2585468,2695595,4221322,2927894,2400409,3275370,2545056,2716650,2245560,4020112,2520079,4620231,2348960,2301802,2497503,2021608,2358815,2354995,4157034,1644021,2204983,2212175,2374996,2177095,2401253,2488148,2017150,2844099,2049234,2467905,2288768,2359700,2353665,2443326,5010927,2175149
151,2588596,2585262,2691384,4219173,2925400,2398345,3272261,2536665,2715916,2245287,4019518,2518750,4619283,2345345,2301219,2496776,2021407,2353861,2353664,4156428,1643602,2203781,2211706,2371123,2175721,2399408,2485601,2017120,2843638,2046593,2466399,2288281,2356449,2352789,2442870,5010138,2174997
152,2578290,2579496,2688563,4218257,2925059,2397963,3265159,2536636,2714736,2244138,4018308,2517873,4617508,2335219,2300887,2488674,2019814,2353173,2350853,4149807,1643469,2203737,2211499,2370709,2175176,2394103,2482625,2007902,2841248,2044727,2465420,2287541,2355587,2350391,2436640,5009574,2174516
153,2570374,2574155,2687330,4216907,2923867,2396775,3256605,2535542,2713508,2242728,4013959,2517593,4616736,2334930,2300473,2479720,2018981,2343532,2350453,4149409,1642174,2203674,2210691,2370435,2174153,2391784,2479459,2003721,2838324,2044343,2462337,2284260,2353465,2350379,2436603,5008694,2171535
154,2565199,2571856,2685118,4206701,2923779,2396342,3253556,2528228,2713287,2242379,4011565,2513688,4616729,2332308,2299632,2478274,2015964,2343485,2348313,4145894,1639343,2203242,2210590,2368973,2172747,2391178,2479190,2003187,2837685,2041682,2461488,2284065,2345539,2349555,2433604,5006415,2171021
155,2563352,2570579,2669162,4205699,2921270,2384537,3252585,2525969,2713031,2240700,4011311,2513142,4612381,2331700,2294142,2478044,2010536,2340814,2346143,4141624,1637570,2202913,2209347,2367041,2172450,2372790,2477654,2001535,2835612,2039907,2461398,2279798,2345449,2346712,2432353,5004981,2165741
156,2562781,2561126,2660817,4205053,2921003,2383268,3245260,2525875,2711818,2239267,4010832,2512410,4610924,2328284,2290388,2468333,2008951,2338384,2345428,4141341,1636638,2202170,2209240,2365625,2169174,2370538,2476975,2001026,2835418,2039750,2447703,2279605,2341495,2345678,2429232,5002936,2164723
157,2562096,2557241,2659818,4204573,2920388,2380725,3244337,2525271,2711553,2237428,4009666,2511491,4606705,2319110,2290293,2465785,2007369,2337417,2345369,4129505,1634308,2200089,2209234,2363215,2168976,2362197,2475967,2000855,2833137,2039455,2442556,2278223,2338475,2344236,2429030,5002824,2162549
158,2558857,2553843,2656901,4198643,2919366,2377456,3243737,2525211,2710796,2236679,4009624,2507454,4604867,2315316,2287920,2453768,2006915,2334576,2345106,4123738,1633840,2200002,2209157,2362195,2168648,2356861,2475940,2000717,2829182,2039191,2438436,2270046,2336304,2344195,2426337,5002194,2153878
159,2549504,2553567,2654852,4190949,2918475,2362125,3242327,2524796,2710447,2236486,4008306,2507007,4602053,2314984,2286374,2453758,2006524,2334423,2344243,4123311,1632046,2198143,2208248,2361774,2168589,2352577,2470698,2000119,2828934,2035998,2437465,2269904,2332613,2343142,2423760,5000554,2146872
160,2548329,2552157,2651186,4188922,2917965,2357883,3239271,2513355,2708306,2236430,4007211,2506620,4596456,2313802,2286254,2453035,2005448,2333180,2343359,4121558,1630599,2197585,2208204,2360338,2167170,2351407,2470662,2000000,2828034,2035556,2437112,2269023,2327279,2342017,2421684,5000445,2144745
161,2546664,2547776,2648455,4187794,2916082,2357510,3235249,2510928,2707776,2235020,4006165,2506415,4591898,2311537,2284418,2452840,2004747,2327153,2342720,4120964,1629358,2197098,2205826,2358309,2165705,2348130,2470423,2000000,2823824,2032915,2432548,2268014,2324035,2341988,2417055,4993193,2141638
162,2543691,2547074,2637838,4187776,2914199,2356730,3232673,2508719,2704427,2233297,4005822,2505918,4589846,2311397,2281802,2452033,2004216,2326883,2342056,4118423,1627332,2193772,2204765,2353580,2163308,2347898,2466539,1999131,2822534,2032019,2426801,2266879,2323831,2341458,2410354,4985694,2133079
163,2543534,2544791,2635486,4185691,2912932,2352873,3224482,2506477,2704087,2228128,4004619,2504709,4588120,2310763,2276302,2450808,2003159,2325651,2341488,4115293,1625924,2192830,2204390,2353356,2161819,2346818,2465876,1993465,2820332,2031800,2426738,2265236,2318209,2339902,2407667,4983241,2130073
164,2526089,2544726,2625722,4185287,2912462,2352205,3223445,2500356,2701577,2222853,4004105,2503581,4584039,2309127,2276263,2448628,2001579,2323241,2340716,4113656,1624016,2191774,2202810,2352658,2160048,2342793,2463337,1989534,2819602,2030782,2424684,2261053,2317606,2339174,2407109,4976454,2121309
165,2524960,2538939,2616219,4183128,2911427,2350737,3221903,2500010,2700794,2222222,4003056,2500000,4582704,2306559,2269181,2445179,2001062,2322745,2333598,4112485,1623978,2191682,2201155,2347968,2159902,2339022,2456864,1987001,2813555,2029953,2423596,2259695,2316844,2334992,2406156,4974441,2120456
166,2523346,2536438,2614595,4183021,2911097,2349025,3220448,2495649,2698293,2222222,4002915,2499871,4582484,2304954,2266704,2444334,2000955,2320380,2333429,4110490,1622952,2191522,2200864,2347213,2159071,2337039,2449614,1985913,2811796,2027963,2418828,2259311,2314759,2330287,2403782,4970308,2119726
167,2521243,2535150,2613660,4182000,2910949,2346422,3218961,2488222,2696981,2222222,4002534,2499540,4580456,2304005,2264065,2441010,2000080,2319875,2332658,4108945,1621999,2191087,2200212,2345333,2156430,2331705,2449589,1983970,2809401,2026595,2414584,2256595,2313337,2328886,2403661,4968152,2110598
168,2519272,2530813,2613220,4181796,2910663,2340148,3218473,2488014,2696120,2222222,4001131,2497153,4577826,2302406,2263254,2440657,1998211,2319129,2325672,4102383,1621053,2190069,2200111,2345029,2154041,2325724,2448071,1981543,2806987,2026468,2413381,2255935,2310078,2328159,2403371,4964551,2106945
169,2517884,2519201,2607857,4174935,2907763,2339569,3215300,2485348,2695472,2222222,4001007,2495375,4577435,2292339,2260548,2436291,1996767,2318718,2325601,4102059,1620454,2189787,2200029,2343564,2153687,2317214,2446320,1979486,2806294,2026193,2411916,2254498,2309234,2326860,2401278,4963616,2106875
170,2517846,2515481,2604585,4167828,2906714,2338099,3189135,2484175,2690460,2222222,4000109,2495129,4575984,2289135,2256642,2433097,1995220,2317953,2322444,4101224,1619353,2186039,2194455,2341932,2151491,2312910,2443648,1979141,2806007,2025390,2410528,2252494,2307919,2322706,2400565,4959158,2105779
171,2511703,2509979,2604282,4167116,2905961,2336061,3186239,2480881,2686964,2222222,4000000,2493105,4574994,2287321,2255304,2426878,1994775,2316028,2319785,4099797,1615843,2185580,2193555,2339136,2151122,2310191,2442556,1976497,2804324,2023827,2409897,2248356,2306804,2319111,2398093,4958560,2103082
172,2509434,2508651,2602031,4161846,2905916,2332907,3180495,2475740,2684795,2222222,4000000,2486766,4570850,2284632,2254341,2424860,1993039,2307233,2319470,4095367,1613970,2184729,2192949,2337468,2150910,2308195,2441849,1975574,2803794,2018557,2409736,2248171,2292617,2318184,2396616,4957639,2102295
173,2508669,2505490,2601368,4161063,2904083,2330503,3177363,2472047,2684560,2221774,3992510,2486344,4570498,2270940,2251270,2422689,1991770,2307208,2316809,4094794,1613682,2182567,2182068,2336350,2150255,2304383,2441654,1973480,2800881,2017913,2408491,2246746,2292514,2312691,2396369,4957483,2102149
174,2507872,2505149,2600529,4159960,2903798,2325101,3175368,2458068,2684395,2220497,3987631,2485997,4570150,2270171,2244562,2421996,1990046,2304930,2316644,4091287,1611658,2182516,2181914,2336304,2149206,2304230,2439375,1972485,2800003,2016660,2406700,2244748,2291459,2311413,2392892,4957118,2099114
175,2505971,2501432,2591534,4155214,2903025,2321878,3170354,2457330,2683292,2219076,3974974,2485636,4569932,2254095,2244416,2412589,1987906,2304600,2315657,4090677,1608164,2181255,2177615,2333125,2148103,2303358,2434423,1968471,2797111,2016396,2404818,2244726,2288420,2309932,2392851,4956066,2097340
176,2504438,2499064,2589943,4152272,2901929,2319715,3169993,2456118,2682172,2218975,3964866,2483804,4569471,2251880,2244054,2412200,1987526,2300000,2313770,4090580,1607576,2180932,2176010,2332440,2147907,2301679,2434331,1968084,2794443,2015105,2402057,2244067,2283374,2309860,2391297,4954634,2090059
177,2504152,2492776,2589685,4145277,2901016,2310158,3168793,2454279,2681087,2218023,3964484,2483127,4567764,2240610,2243864,2411377,1985128,2297698,2312342,4087745,1607564,2178398,2173254,2331642,2147124,2296340,2433461,1967787,2793920,2014118,2401011,2243730,2282868,2306162,2391188,4951804,2089707
178,2502832,2489626,2583896,4142967,2900976,2309953,3166734,2445608,2681004,2217957,3964224,2482223,4567704,2239732,2243680,2408564,1978758,2297453,2307209,4087703,1605318,2178154,2165968,2331057,2142711,2292655,2426870,1967419,2793757,2013312,2400618,2240521,2278329,2303766,2390314,4951176,2079975
179,2500926,2485195,2581999,4138899,2898474,2308693,3166384,2444513,2676532,2217352,3962876,2480837,4561572,2238160,2243128,2408478,1978639,2287001,2306331,4086589,1604677,2177742,2165884,2329847,2135627,2292440,2426478,1966359,2792552,2012491,2398807,2239536,2267684,2302014,2387558,4949215,2079633
180,2500142,2484313,2581844,4138461,2896370,2308483,3164785,2441593,2670889,2216055,3954457,2479801,4559864,2238049,2242890,2406916,1978007,2284512,2301359,4083442,1602557,2177534,2160097,2326338,2131402,2290709,2423916,1965519,2791741,2010342,2392200,2234317,2265164,2301223,2385476,4946978,2077294
